自媒体	name	匹配度	总停留时长
车买买	奥迪Q3	38	12019.226856014908
车买买	途观	38	199840.0005117327
车买买	远景	38	47469.546440169994
车买买	君越	37	7466.720224594586
车买买	奥德赛	37	44050.30152933279
车买买	马自达CX-9	37	5153.310831493249
车买买	博瑞	37	98401.56202605487
车买买	传祺GS8	37	104570.12655087218
车买买	艾瑞泽5	37	17413.942600891074
车买买	锐界	36	42480.379559113535
车买买	比亚迪F3	36	7442.3877811985185
车买买	海马S5	36	2579.4395269892116
车买买	宝马X6	36	10797.598538500082
车买买	哈弗H6	35	312328.1674664693
车买买	冠道	35	10922.150667839833
车买买	别克GL8	34	43977.61921694236
车买买	汉兰达	34	335159.09838352323
车买买	埃尔法	34	12682.38615393695
车买买	雪铁龙C6	34	5778.849378851505
车买买	五菱宏光	33	158951.5069510951
车买买	哈弗H9	33	55550.59460322808
车买买	哈弗H8	33	14799.872148969129
车买买	五菱之光	33	1651.5414586981292
车买买	宝骏730	33	112963.17653936797
车买买	迈腾	31	136091.86248255597
车买买	北汽幻速S3	31	311.79443099273607
车买买	帕萨特	31	70072.76810749355
车买买	宝马X1	30	20997.44461360634
车买买	一汽-大众CC	30	50124.75239435758
车买买	悦翔V7	29	1326.1817261068022
车买买	奥迪A3	28	27272.035779454287
车买买	皇冠	28	37326.25435237048
车买买	比亚迪宋	28	52134.38688405187
车买买	悦纳	27	314.21495256187586
车买买	沃尔沃XC60	27	27442.92266735785
车买买	辉昂	26	6694.821526602885
车买买	欧诺	25	4388.251984389187
车买买	撼路者	25	12990.318624071822
车买买	宝马3系	24	23819.58788626178
车买买	宝马X3	23	27415.919305831987
车买买	辉腾	23	7789.315573027602
车买买	奥迪Q7	23	22826.96613843099
车买买	奥迪Q5	21	62323.73587024735
车买买	瑞风M3	20	175.47712944332662
车买买	宝马5系	19	79612.19613862487
车买买	奥迪A4L	19	27548.165541753617
车买买	东南DX7	19	5430.0380389135
车买买	奔驰C级	18	12115.958364606804
车买买	奥迪A6L	18	24049.435844800784
车买买	绅宝X35	11	1161.0987173310825
自媒体	name	匹配度	总停留时长
车域无疆	揽胜	39	69510.05658281813
车域无疆	Macan	39	7314.121223554143
车域无疆	揽胜极光	38	4704.212386861417
车域无疆	五菱之光	37	1651.5414586981292
车域无疆	五菱宏光	35	158951.5069510951
车域无疆	Cayenne	35	10198.881471764673
车域无疆	桑塔纳	35	32799.10151574494
车域无疆	红旗H7	35	2477.8749022599563
车域无疆	唐	35	31928.832370467277
车域无疆	哈弗H9	33	55550.59460322808
车域无疆	思域	33	129027.18135808622
车域无疆	博瑞	32	98401.56202605487
车域无疆	埃尔法	31	12682.38615393695
车域无疆	Panamera	31	12360.448936766976
车域无疆	马自达MX-5	31	21265.24125850885
车域无疆	途锐	31	14416.47243177195
车域无疆	普拉多	31	86798.23329481225
车域无疆	指南者	31	29081.114085842328
车域无疆	速腾	31	81997.5186862966
车域无疆	奥迪A8	31	8768.042823931175
车域无疆	宝马X6	31	10797.598538500082
车域无疆	奥迪R8	30	6842.886768055196
车域无疆	马自达CX-5	30	20568.87759633008
车域无疆	牧马人	30	32201.11379964063
车域无疆	汉兰达	29	335159.09838352323
车域无疆	宝马7系	29	13370.38760308017
车域无疆	锐界	28	42480.379559113535
车域无疆	比亚迪宋	28	52134.38688405187
车域无疆	欧蓝德	28	51722.05262824871
车域无疆	奇骏	28	59765.016931774764
车域无疆	别克GL8	28	43977.61921694236
车域无疆	沃尔沃S90	28	13034.609969713421
车域无疆	兰德酷路泽	28	33322.04382587784
车域无疆	奔驰S级	28	19502.394759337163
车域无疆	传祺GS8	28	104570.12655087218
车域无疆	红旗L5	28	19750.63331905099
车域无疆	奥德赛	28	44050.30152933279
车域无疆	昂科威	27	37812.742398171074
车域无疆	辉腾	27	7789.315573027602
车域无疆	保时捷911	27	4388.069757620095
车域无疆	宝马X5	27	19059.129894074325
车域无疆	奥迪Q7	26	22826.96613843099
车域无疆	沃尔沃XC60	26	27442.92266735785
车域无疆	丰田86	26	1255.1510969190313
车域无疆	皇冠	26	37326.25435237048
车域无疆	飞度	26	74320.81444362082
车域无疆	本田CR-V	26	123163.58562707296
车域无疆	撼路者	26	12990.318624071822
车域无疆	凯美瑞	25	87792.86082816165
车域无疆	辉昂	25	6694.821526602885
车域无疆	劳斯莱斯幻影	25	14245.699070596114
车域无疆	雅阁	25	136508.81742039492
车域无疆	帕萨特	23	70072.76810749355
车域无疆	宝骏730	23	112963.17653936797
车域无疆	宝马X1	23	20997.44461360634
车域无疆	宝马5系	23	79612.19613862487
车域无疆	途观	23	199840.0005117327
车域无疆	日产GT-R	22	2310.268376540634
车域无疆	奥迪Q5	22	62323.73587024735
车域无疆	哈弗H6	22	312328.1674664693
车域无疆	一汽-大众CC	22	50124.75239435758
车域无疆	迈腾	22	136091.86248255597
车域无疆	陆风X7	22	5412.658960648971
车域无疆	Mustang	21	9048.375529781619
车域无疆	宝马X3	21	27415.919305831987
车域无疆	奥迪A3	21	27272.035779454287
车域无疆	奥迪A6L	20	24049.435844800784
车域无疆	宝马3系	20	23819.58788626178
车域无疆	奔驰E级	19	25544.901154309817
车域无疆	奥迪A4L	18	27548.165541753617
车域无疆	奔驰C级	17	12115.958364606804
车域无疆	福特F-150	16	6250.2279779567
自媒体	name	匹配度	总停留时长
球叔教你买车	红旗H7	82	2477.8749022599563
球叔教你买车	红旗L5	58	19750.63331905099
球叔教你买车	揽胜	57	69510.05658281813
球叔教你买车	汉兰达	57	335159.09838352323
球叔教你买车	五菱宏光	55	158951.5069510951
球叔教你买车	唐	54	31928.832370467277
球叔教你买车	博瑞	53	98401.56202605487
球叔教你买车	思域	52	129027.18135808622
球叔教你买车	比亚迪宋	52	52134.38688405187
球叔教你买车	传祺GS8	51	104570.12655087218
球叔教你买车	揽胜极光	51	4704.212386861417
球叔教你买车	哈弗H9	50	55550.59460322808
球叔教你买车	桑塔纳	50	32799.10151574494
球叔教你买车	速腾	50	81997.5186862966
球叔教你买车	Macan	49	7314.121223554143
球叔教你买车	马自达MX-5	49	21265.24125850885
球叔教你买车	标致4008	49	12211.737150392135
球叔教你买车	途观	49	199840.0005117327
球叔教你买车	马自达CX-5	48	20568.87759633008
球叔教你买车	指南者	48	29081.114085842328
球叔教你买车	普拉多	48	86798.23329481225
球叔教你买车	沃尔沃S90	47	13034.609969713421
球叔教你买车	本田CR-V	47	123163.58562707296
球叔教你买车	欧蓝德	47	51722.05262824871
球叔教你买车	沃尔沃XC60	46	27442.92266735785
球叔教你买车	奇骏	46	59765.016931774764
球叔教你买车	埃尔法	46	12682.38615393695
球叔教你买车	宝马X6	46	10797.598538500082
球叔教你买车	哈弗H6	46	312328.1674664693
球叔教你买车	RAV4荣放	45	20104.794167056192
球叔教你买车	宝骏730	45	112963.17653936797
球叔教你买车	途锐	45	14416.47243177195
球叔教你买车	福克斯	45	27950.079470645163
球叔教你买车	POLO	45	1985.9422459537677
球叔教你买车	马自达CX-4	45	3859.242537718805
球叔教你买车	雅阁	44	136508.81742039492
球叔教你买车	锐界	44	42480.379559113535
球叔教你买车	荣威360	44	663.9629781302112
球叔教你买车	博越	44	82067.44560615408
球叔教你买车	哈弗H8	44	14799.872148969129
球叔教你买车	别克GL8	44	43977.61921694236
球叔教你买车	奥德赛	44	44050.30152933279
球叔教你买车	飞度	43	74320.81444362082
球叔教你买车	科雷傲	43	12580.881222798527
球叔教你买车	凌渡	43	10692.993571476833
球叔教你买车	昂科威	43	37812.742398171074
球叔教你买车	马自达CX-9	43	5153.310831493249
球叔教你买车	朗逸	42	159256.584008563
球叔教你买车	凯美瑞	42	87792.86082816165
球叔教你买车	帝豪	42	170961.49404856117
球叔教你买车	明锐	42	19510.411982108817
球叔教你买车	沃尔沃XC90	42	6873.873342832057
球叔教你买车	阿特兹	42	19354.565056014737
球叔教你买车	杰德	41	11098.39018288563
球叔教你买车	五菱之光	41	1651.5414586981292
球叔教你买车	Yeti	41	2591.366464077462
球叔教你买车	奥迪A8	41	8768.042823931175
球叔教你买车	奥迪Q3	41	12019.226856014908
球叔教你买车	翼虎	41	17959.270023640427
球叔教你买车	观致3	41	14375.266645377378
球叔教你买车	探险者	40	9835.90600127583
球叔教你买车	Cayenne	40	10198.881471764673
球叔教你买车	卡罗拉	40	142498.20157655008
球叔教你买车	马自达6	40	8281.037310610713
球叔教你买车	荣威RX5	40	65272.83369385158
球叔教你买车	雷凌	40	26697.640358128596
球叔教你买车	牧马人	40	32201.11379964063
球叔教你买车	捷达	40	130471.63639030886
球叔教你买车	奔驰S级	40	19502.394759337163
球叔教你买车	起亚K5	40	1749.0062279832089
球叔教你买车	冠道	39	10922.150667839833
球叔教你买车	宝马X5	39	19059.129894074325
球叔教你买车	途胜	39	6827.519048452928
球叔教你买车	威朗	39	7965.809930658502
球叔教你买车	科鲁兹	39	14582.04139815059
球叔教你买车	宝来	39	45454.655130014304
球叔教你买车	帕萨特	39	70072.76810749355
球叔教你买车	宝骏560	39	70142.82480832722
球叔教你买车	速派	39	11056.926049155338
球叔教你买车	缤智	38	102775.9312332843
球叔教你买车	宝马7系	38	13370.38760308017
球叔教你买车	迈腾	38	136091.86248255597
球叔教你买车	逍客	38	66695.515784806
球叔教你买车	奥迪Q7	38	22826.96613843099
球叔教你买车	蒙迪欧	38	13883.183848286299
球叔教你买车	传祺GS4	38	94451.83031875402
球叔教你买车	英朗	37	120498.22132318399
球叔教你买车	众泰T600	37	14708.480319858074
球叔教你买车	Tiguan	37	3891.5902984686295
球叔教你买车	轩逸	37	81461.22853996545
球叔教你买车	比亚迪F3	37	7442.3877811985185
球叔教你买车	一汽-大众CC	37	50124.75239435758
球叔教你买车	哈弗H6 Coupe	37	9645.629550302285
球叔教你买车	途安	37	16173.080111778201
球叔教你买车	哈弗H2	37	41060.639020885814
球叔教你买车	标致3008	37	1352.0222445192162
球叔教你买车	兰德酷路泽	36	33322.04382587784
球叔教你买车	大迈X5	36	609.4293439350239
球叔教你买车	宝马5系	36	79612.19613862487
球叔教你买车	天籁	36	12849.77627411729
球叔教你买车	辉腾	36	7789.315573027602
球叔教你买车	猎豹CS10	36	4506.033854132786
球叔教你买车	瑞纳	36	4790.166548195772
球叔教你买车	凯迪拉克CT6	35	6096.2401697149135
球叔教你买车	辉昂	35	6694.821526602885
球叔教你买车	皇冠	35	37326.25435237048
球叔教你买车	奥迪Q5	35	62323.73587024735
球叔教你买车	长安CS75	35	71107.76981113953
球叔教你买车	东风风光580	35	28785.412042944634
球叔教你买车	威驰	35	27643.704820026807
球叔教你买车	宝马X1	35	20997.44461360634
球叔教你买车	本田XR-V	35	20126.395957799683
球叔教你买车	瑞风	34	1802.1089087013422
球叔教你买车	凌派	34	8049.010221799942
球叔教你买车	宝马X3	34	27415.919305831987
球叔教你买车	Panamera	34	12360.448936766976
球叔教你买车	撼路者	34	12990.318624071822
球叔教你买车	迈锐宝	34	13758.314741304715
球叔教你买车	启辰T90	34	8134.083945091544
球叔教你买车	雷克萨斯RX	34	4175.279973582808
球叔教你买车	奥迪A3	33	27272.035779454287
球叔教你买车	远景	33	47469.546440169994
球叔教你买车	长安CX70	33	21712.13775961125
球叔教你买车	奥迪A7	33	1276.2148100141037
球叔教你买车	艾瑞泽5	33	17413.942600891074
球叔教你买车	比亚迪S7	33	4553.625353802005
球叔教你买车	欧尚	33	33952.051896192614
球叔教你买车	陆风X7	33	5412.658960648971
球叔教你买车	逸动	33	11893.744796869945
球叔教你买车	福睿斯	32	14674.293555264087
球叔教你买车	君越	32	7466.720224594586
球叔教你买车	高尔夫	32	11702.907171214754
球叔教你买车	思铂睿	32	10415.703812719274
球叔教你买车	科沃兹	32	2328.483194380925
球叔教你买车	锋范	32	11179.046836010402
球叔教你买车	哈弗H1	32	1739.26217277544
球叔教你买车	艾瑞泽7	32	1899.2748152004162
球叔教你买车	奥迪A6L	32	24049.435844800784
球叔教你买车	雷克萨斯NX	32	4471.232972282248
球叔教你买车	景逸X5	31	8365.97033075153
球叔教你买车	长安CS35	31	14899.226982404081
球叔教你买车	起亚K2	31	1843.476838669656
球叔教你买车	瑞虎5	31	17012.82514049775
球叔教你买车	起亚K3	30	1767.1890221478093
球叔教你买车	瑞风S2	30	3738.729607544531
球叔教你买车	奔驰E级	30	25544.901154309817
球叔教你买车	秦	30	7566.559806278592
球叔教你买车	瑞虎3	29	4113.333224305898
球叔教你买车	北汽幻速S6	29	570.9310924866224
球叔教你买车	瑞风S3	29	23828.9579968033
球叔教你买车	风行S500	29	296.38403361344535
球叔教你买车	宝马3系	29	23819.58788626178
球叔教你买车	菱智	29	3327.918290667365
球叔教你买车	奥迪A4L	29	27548.165541753617
球叔教你买车	雪铁龙C6	29	5778.849378851505
球叔教你买车	哥瑞	28	816.3417146615003
球叔教你买车	奥迪R8	28	6842.886768055196
球叔教你买车	劳斯莱斯幻影	28	14245.699070596114
球叔教你买车	名图	28	5802.3248220185815
球叔教你买车	东风风神AX7	27	4456.66948556787
球叔教你买车	奔驰C级	26	12115.958364606804
球叔教你买车	朗动	26	3861.1001903527267
球叔教你买车	丰田86	26	1255.1510969190313
球叔教你买车	保时捷911	26	4388.069757620095
球叔教你买车	森雅R7	26	6813.108448106376
球叔教你买车	北汽幻速S3	24	311.79443099273607
球叔教你买车	福美来	23	2599.9033299703
球叔教你买车	启辰T70	23	2717.0583972062423
球叔教你买车	锐腾	22	1961.7693767569624
球叔教你买车	揽胜运动版	22	3222.3609078009786
球叔教你买车	标致308	19	4862.84230768763
球叔教你买车	瑞风M3	19	175.47712944332662
球叔教你买车	福特F-150	19	6250.2279779567
球叔教你买车	海马S5	18	2579.4395269892116
球叔教你买车	哈弗H5	16	7446.322110102165
球叔教你买车	悦翔V7	15	1326.1817261068022
球叔教你买车	东南DX7	12	5430.0380389135
球叔教你买车	坦途	12	2459.8816392082836
球叔教你买车	威霆	9	2571.8694587599352
球叔教你买车	绅宝X35	6	1161.0987173310825
球叔教你买车	五十铃皮卡	5	1520.4824054834055
自媒体	name	匹配度	总停留时长
SUV与越野车	红旗H7	47	2477.8749022599563
SUV与越野车	Macan	46	7314.121223554143
SUV与越野车	揽胜极光	45	4704.212386861417
SUV与越野车	唐	43	31928.832370467277
SUV与越野车	揽胜	43	69510.05658281813
SUV与越野车	途锐	39	14416.47243177195
SUV与越野车	宝马X6	39	10797.598538500082
SUV与越野车	Cayenne	37	10198.881471764673
SUV与越野车	桑塔纳	37	32799.10151574494
SUV与越野车	埃尔法	36	12682.38615393695
SUV与越野车	沃尔沃S90	35	13034.609969713421
SUV与越野车	奔驰S级	34	19502.394759337163
SUV与越野车	沃尔沃XC90	34	6873.873342832057
SUV与越野车	思域	33	129027.18135808622
SUV与越野车	奥迪A8	33	8768.042823931175
SUV与越野车	探险者	33	9835.90600127583
SUV与越野车	宝马7系	33	13370.38760308017
SUV与越野车	宝马X5	33	19059.129894074325
SUV与越野车	哈弗H9	33	55550.59460322808
SUV与越野车	博瑞	33	98401.56202605487
SUV与越野车	速腾	33	81997.5186862966
SUV与越野车	马自达MX-5	32	21265.24125850885
SUV与越野车	五菱宏光	32	158951.5069510951
SUV与越野车	奥迪A7	32	1276.2148100141037
SUV与越野车	指南者	32	29081.114085842328
SUV与越野车	红旗L5	32	19750.63331905099
SUV与越野车	比亚迪宋	32	52134.38688405187
SUV与越野车	奥迪Q7	32	22826.96613843099
SUV与越野车	奥迪Q3	31	12019.226856014908
SUV与越野车	汉兰达	31	335159.09838352323
SUV与越野车	辉腾	31	7789.315573027602
SUV与越野车	众泰T600	31	14708.480319858074
SUV与越野车	普拉多	31	86798.23329481225
SUV与越野车	沃尔沃XC60	31	27442.92266735785
SUV与越野车	奥德赛	31	44050.30152933279
SUV与越野车	别克GL8	31	43977.61921694236
SUV与越野车	Panamera	30	12360.448936766976
SUV与越野车	传祺GS8	30	104570.12655087218
SUV与越野车	皇冠	30	37326.25435237048
SUV与越野车	POLO	30	1985.9422459537677
SUV与越野车	欧蓝德	30	51722.05262824871
SUV与越野车	锐界	29	42480.379559113535
SUV与越野车	陆风X7	29	5412.658960648971
SUV与越野车	马自达CX-5	29	20568.87759633008
SUV与越野车	昂科威	29	37812.742398171074
SUV与越野车	牧马人	29	32201.11379964063
SUV与越野车	凯迪拉克CT6	28	6096.2401697149135
SUV与越野车	雅阁	28	136508.81742039492
SUV与越野车	辉昂	28	6694.821526602885
SUV与越野车	宝马X1	28	20997.44461360634
SUV与越野车	奇骏	28	59765.016931774764
SUV与越野车	比亚迪F3	27	7442.3877811985185
SUV与越野车	帕萨特	27	70072.76810749355
SUV与越野车	宝马X3	27	27415.919305831987
SUV与越野车	凯美瑞	27	87792.86082816165
SUV与越野车	宝马5系	27	79612.19613862487
SUV与越野车	蒙迪欧	27	13883.183848286299
SUV与越野车	马自达6	27	8281.037310610713
SUV与越野车	飞度	27	74320.81444362082
SUV与越野车	奥迪Q5	27	62323.73587024735
SUV与越野车	一汽-大众CC	27	50124.75239435758
SUV与越野车	博越	26	82067.44560615408
SUV与越野车	迈腾	26	136091.86248255597
SUV与越野车	本田CR-V	26	123163.58562707296
SUV与越野车	途观	26	199840.0005117327
SUV与越野车	宝骏730	25	112963.17653936797
SUV与越野车	撼路者	25	12990.318624071822
SUV与越野车	奥迪A3	25	27272.035779454287
SUV与越野车	朗逸	25	159256.584008563
SUV与越野车	奔驰E级	25	25544.901154309817
SUV与越野车	途安	25	16173.080111778201
SUV与越野车	宝马3系	25	23819.58788626178
SUV与越野车	帝豪	24	170961.49404856117
SUV与越野车	捷达	24	130471.63639030886
SUV与越野车	奥迪R8	24	6842.886768055196
SUV与越野车	奥迪A6L	24	24049.435844800784
SUV与越野车	哈弗H6	23	312328.1674664693
SUV与越野车	卡罗拉	23	142498.20157655008
SUV与越野车	保时捷911	23	4388.069757620095
SUV与越野车	君越	23	7466.720224594586
SUV与越野车	奔驰C级	22	12115.958364606804
SUV与越野车	奥迪A4L	22	27548.165541753617
SUV与越野车	瑞风	20	1802.1089087013422
SUV与越野车	劳斯莱斯幻影	20	14245.699070596114
SUV与越野车	缤智	20	102775.9312332843
SUV与越野车	福特F-150	14	6250.2279779567
自媒体	name	匹配度	总停留时长
汽车观察家	雷凌	45	26697.640358128596
汽车观察家	思域	40	129027.18135808622
汽车观察家	桑塔纳	36	32799.10151574494
汽车观察家	福克斯	36	27950.079470645163
汽车观察家	马自达CX-4	35	3859.242537718805
汽车观察家	速腾	35	81997.5186862966
汽车观察家	RAV4荣放	34	20104.794167056192
汽车观察家	凌渡	34	10692.993571476833
汽车观察家	雷克萨斯RX	33	4175.279973582808
汽车观察家	凌派	33	8049.010221799942
汽车观察家	雷克萨斯NX	32	4471.232972282248
汽车观察家	凯美瑞	32	87792.86082816165
汽车观察家	卡罗拉	32	142498.20157655008
汽车观察家	阿特兹	32	19354.565056014737
汽车观察家	马自达MX-5	31	21265.24125850885
汽车观察家	POLO	31	1985.9422459537677
汽车观察家	威朗	30	7965.809930658502
汽车观察家	宝来	29	45454.655130014304
汽车观察家	哥瑞	29	816.3417146615003
汽车观察家	高尔夫	29	11702.907171214754
汽车观察家	博瑞	28	98401.56202605487
汽车观察家	飞度	28	74320.81444362082
汽车观察家	杰德	28	11098.39018288563
汽车观察家	雅阁	28	136508.81742039492
汽车观察家	朗逸	27	159256.584008563
汽车观察家	本田CR-V	27	123163.58562707296
汽车观察家	威驰	27	27643.704820026807
汽车观察家	思铂睿	25	10415.703812719274
汽车观察家	轩逸	25	81461.22853996545
汽车观察家	英朗	25	120498.22132318399
汽车观察家	丰田86	24	1255.1510969190313
汽车观察家	捷达	24	130471.63639030886
汽车观察家	汉兰达	24	335159.09838352323
汽车观察家	途观	22	199840.0005117327
汽车观察家	皇冠	22	37326.25435237048
汽车观察家	辉昂	21	6694.821526602885
汽车观察家	迈腾	21	136091.86248255597
汽车观察家	帕萨特	21	70072.76810749355
汽车观察家	一汽-大众CC	19	50124.75239435758
汽车观察家	宝马5系	18	79612.19613862487
自媒体	name	匹配度	总停留时长
豪华车视界	红旗H7	58	2477.8749022599563
豪华车视界	速派	54	11056.926049155338
豪华车视界	博瑞	49	98401.56202605487
豪华车视界	速腾	47	81997.5186862966
豪华车视界	明锐	46	19510.411982108817
豪华车视界	沃尔沃S90	46	13034.609969713421
豪华车视界	凌渡	44	10692.993571476833
豪华车视界	Yeti	44	2591.366464077462
豪华车视界	思域	43	129027.18135808622
豪华车视界	沃尔沃XC60	43	27442.92266735785
豪华车视界	唐	42	31928.832370467277
豪华车视界	博越	41	82067.44560615408
豪华车视界	沃尔沃XC90	41	6873.873342832057
豪华车视界	马自达MX-5	40	21265.24125850885
豪华车视界	马自达CX-5	40	20568.87759633008
豪华车视界	汉兰达	40	335159.09838352323
豪华车视界	观致3	39	14375.266645377378
豪华车视界	雅阁	39	136508.81742039492
豪华车视界	本田CR-V	39	123163.58562707296
豪华车视界	途观	39	199840.0005117327
豪华车视界	起亚K5	38	1749.0062279832089
豪华车视界	桑塔纳	38	32799.10151574494
豪华车视界	传祺GS8	38	104570.12655087218
豪华车视界	凯美瑞	38	87792.86082816165
豪华车视界	标致4008	38	12211.737150392135
豪华车视界	朗逸	38	159256.584008563
豪华车视界	比亚迪宋	38	52134.38688405187
豪华车视界	宝来	37	45454.655130014304
豪华车视界	指南者	37	29081.114085842328
豪华车视界	迈腾	37	136091.86248255597
豪华车视界	帝豪	37	170961.49404856117
豪华车视界	欧蓝德	37	51722.05262824871
豪华车视界	奇骏	37	59765.016931774764
豪华车视界	阿特兹	37	19354.565056014737
豪华车视界	POLO	36	1985.9422459537677
豪华车视界	天籁	36	12849.77627411729
豪华车视界	RAV4荣放	36	20104.794167056192
豪华车视界	昂科威	36	37812.742398171074
豪华车视界	五菱宏光	36	158951.5069510951
豪华车视界	奥迪Q3	36	12019.226856014908
豪华车视界	奥德赛	36	44050.30152933279
豪华车视界	马自达6	35	8281.037310610713
豪华车视界	马自达CX-4	35	3859.242537718805
豪华车视界	科雷傲	35	12580.881222798527
豪华车视界	别克GL8	35	43977.61921694236
豪华车视界	途锐	35	14416.47243177195
豪华车视界	宝马X6	35	10797.598538500082
豪华车视界	比亚迪S7	35	4553.625353802005
豪华车视界	卡罗拉	35	142498.20157655008
豪华车视界	埃尔法	35	12682.38615393695
豪华车视界	揽胜	35	69510.05658281813
豪华车视界	蒙迪欧	35	13883.183848286299
豪华车视界	雷凌	35	26697.640358128596
豪华车视界	哈弗H9	34	55550.59460322808
豪华车视界	途胜	34	6827.519048452928
豪华车视界	哈弗H6	34	312328.1674664693
豪华车视界	帕萨特	34	70072.76810749355
豪华车视界	宝骏730	34	112963.17653936797
豪华车视界	红旗L5	34	19750.63331905099
豪华车视界	捷达	34	130471.63639030886
豪华车视界	锐界	33	42480.379559113535
豪华车视界	荣威RX5	33	65272.83369385158
豪华车视界	英朗	33	120498.22132318399
豪华车视界	Tiguan	33	3891.5902984686295
豪华车视界	福克斯	33	27950.079470645163
豪华车视界	揽胜极光	33	4704.212386861417
豪华车视界	迈锐宝	33	13758.314741304715
豪华车视界	杰德	33	11098.39018288563
豪华车视界	一汽-大众CC	33	50124.75239435758
豪华车视界	马自达CX-9	33	5153.310831493249
豪华车视界	飞度	33	74320.81444362082
豪华车视界	君越	32	7466.720224594586
豪华车视界	威朗	32	7965.809930658502
豪华车视界	哈弗H8	32	14799.872148969129
豪华车视界	轩逸	32	81461.22853996545
豪华车视界	思铂睿	32	10415.703812719274
豪华车视界	途安	31	16173.080111778201
豪华车视界	逍客	31	66695.515784806
豪华车视界	皇冠	30	37326.25435237048
豪华车视界	众泰T600	30	14708.480319858074
豪华车视界	普拉多	30	86798.23329481225
豪华车视界	哈弗H6 Coupe	30	9645.629550302285
豪华车视界	秦	30	7566.559806278592
豪华车视界	缤智	30	102775.9312332843
豪华车视界	艾瑞泽7	29	1899.2748152004162
豪华车视界	辉昂	29	6694.821526602885
豪华车视界	传祺GS4	29	94451.83031875402
豪华车视界	比亚迪F3	29	7442.3877811985185
豪华车视界	本田XR-V	29	20126.395957799683
豪华车视界	哈弗H2	28	41060.639020885814
豪华车视界	远景	28	47469.546440169994
豪华车视界	威驰	28	27643.704820026807
豪华车视界	宝骏560	28	70142.82480832722
豪华车视界	启辰T90	28	8134.083945091544
豪华车视界	艾瑞泽5	28	17413.942600891074
豪华车视界	辉腾	28	7789.315573027602
豪华车视界	瑞纳	28	4790.166548195772
豪华车视界	奥迪Q7	28	22826.96613843099
豪华车视界	宝马X1	28	20997.44461360634
豪华车视界	猎豹CS10	27	4506.033854132786
豪华车视界	奥迪A3	27	27272.035779454287
豪华车视界	名图	27	5802.3248220185815
豪华车视界	奥迪Q5	27	62323.73587024735
豪华车视界	凌派	27	8049.010221799942
豪华车视界	宝马X5	27	19059.129894074325
豪华车视界	长安CS75	27	71107.76981113953
豪华车视界	瑞虎5	27	17012.82514049775
豪华车视界	高尔夫	26	11702.907171214754
豪华车视界	宝马5系	26	79612.19613862487
豪华车视界	雪铁龙C6	26	5778.849378851505
豪华车视界	奔驰S级	26	19502.394759337163
豪华车视界	宝马X3	26	27415.919305831987
豪华车视界	东风风光580	26	28785.412042944634
豪华车视界	起亚K3	26	1767.1890221478093
豪华车视界	奥迪A6L	25	24049.435844800784
豪华车视界	凯迪拉克CT6	25	6096.2401697149135
豪华车视界	欧尚	25	33952.051896192614
豪华车视界	瑞风	25	1802.1089087013422
豪华车视界	奥迪A4L	24	27548.165541753617
豪华车视界	景逸X5	24	8365.97033075153
豪华车视界	长安CX70	24	21712.13775961125
豪华车视界	宝马3系	24	23819.58788626178
豪华车视界	陆风X7	24	5412.658960648971
豪华车视界	瑞风S3	22	23828.9579968033
豪华车视界	奔驰E级	21	25544.901154309817
豪华车视界	奔驰C级	21	12115.958364606804
豪华车视界	标致308	17	4862.84230768763
豪华车视界	启辰T70	17	2717.0583972062423
自媒体	name	匹配度	总停留时长
快车报	哈弗H6 Coupe	86	9645.629550302285
快车报	哈弗H1	84	1739.26217277544
快车报	逸动	78	11893.744796869945
快车报	长安CS35	70	14899.226982404081
快车报	大迈X5	69	609.4293439350239
快车报	众泰T600	64	14708.480319858074
快车报	陆风X7	61	5412.658960648971
快车报	北汽幻速S6	57	570.9310924866224
快车报	哈弗H8	57	14799.872148969129
快车报	东风风光580	55	28785.412042944634
快车报	荣威360	55	663.9629781302112
快车报	瑞风S2	55	3738.729607544531
快车报	荣威RX5	54	65272.83369385158
快车报	博越	53	82067.44560615408
快车报	长安CX70	53	21712.13775961125
快车报	福克斯	52	27950.079470645163
快车报	唐	52	31928.832370467277
快车报	景逸X5	51	8365.97033075153
快车报	哈弗H2	51	41060.639020885814
快车报	起亚K5	51	1749.0062279832089
快车报	猎豹CS10	50	4506.033854132786
快车报	威朗	50	7965.809930658502
快车报	起亚K2	50	1843.476838669656
快车报	五菱之光	50	1651.5414586981292
快车报	森雅R7	50	6813.108448106376
快车报	比亚迪F3	50	7442.3877811985185
快车报	欧尚	49	33952.051896192614
快车报	远景	49	47469.546440169994
快车报	途胜	49	6827.519048452928
快车报	瑞纳	48	4790.166548195772
快车报	标致3008	48	1352.0222445192162
快车报	启辰T90	48	8134.083945091544
快车报	博瑞	48	98401.56202605487
快车报	哈弗H9	47	55550.59460322808
快车报	传祺GS4	47	94451.83031875402
快车报	瑞风S3	47	23828.9579968033
快车报	标致4008	47	12211.737150392135
快车报	科鲁兹	46	14582.04139815059
快车报	艾瑞泽7	46	1899.2748152004162
快车报	比亚迪S7	46	4553.625353802005
快车报	风行S500	45	296.38403361344535
快车报	马自达CX-4	45	3859.242537718805
快车报	翼虎	45	17959.270023640427
快车报	马自达CX-5	43	20568.87759633008
快车报	长安CS75	43	71107.76981113953
快车报	瑞虎3	43	4113.333224305898
