20170201 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170201 126670	880	6489	45546
20170201 224993	2307	35504	45543
20170201 150154	535	27136	45538
20170201 17610	981	14906	45533
20170201 123101	883	9046	45530
20170201 189900	1014	15373	45528
20170201 178637	1354	41387	45525
20170201 131930	711	10816	45522
20170201 194980	477	6246	45517
20170201 238891	732	17715	45508
20170201 153729	831	13567	45507
20170201 61894	622	10841	45504
20170201 227428	900	51844	45480
20170201 172155	1973	16935	45478
20170201 184150	775	21900	45477
20170201 208250	182	2559	45476
20170201 172526	750	11358	45469
20170201 160158	830	8828	45463
20170201 219007	734	15044	45463
20170201 30689	635	21911	45463
20170201 80687	198	411	45454
20170201 76247	595	17145	45452
20170201 193128	913	24312	45434
20170201 203057	1216	14339	45430
20170201 81670	700	4205	45394
20170201 158627	1121	12215	45390
20170201 204295	801	19553	45380
20170201 214733	1213	23173	45377
20170201 75016	1577	10582	45369
20170201 707	1297	941	45366
20170201 232905	971	7048	45343
20170201 213800	770	20896	45335
20170201 90303	1743	37837	45328
20170201 92582	552	6892	45297
20170201 171112	700	8594	45292
20170201 233316	534	5946	45289
20170201 97364	1254	19095	45288
20170201 151042	527	31264	45275
20170201 16377	1117	32702	45270
20170201 245581	1090	18692	45244
20170201 173515	1009	14825	45240
20170201 232121	617	3830	45226
20170201 59528	931	16373	45218
20170201 158311	1165	10052	45213
20170201 114398	833	20195	45208
20170201 66505	823	1174	45203
20170201 240749	550	17089	45182
20170201 153656	598	33601	45179
20170201 159617	1185	29045	45175
20170201 115894	474	4533	45174
20170201 161113	468	9845	45159
20170201 209969	850	10451	45141
20170201 241557	587	24439	45127
20170201 133114	565	17050	45092
20170201 129546	746	17640	45092
20170201 123949	831	14678	45074
20170201 228188	1203	72195	45069
20170201 181777	456	14253	45069
20170201 103508	3490	31756	45060
20170201 77508	960	45886	45046
20170201 114505	696	5131	45039
20170201 180913	468	9444	45030
20170201 69925	696	20757	45029
20170201 143273	857	30300	45021
20170201 223275	1495	23054	45018
20170201 181974	517	14745	45009
20170201 105616	1378	43791	44973
20170201 94951	1158	46901	44970
20170201 80067	637	12064	44966
20170201 146453	369	2149	44950
20170201 227507	1479	27595	44937
20170201 97473	844	29086	44918
20170201 236123	1264	30248	44906
20170201 98211	558	6511	44903
20170201 136431	831	45337	44900
20170201 195900	1221	13095	44894
20170201 111709	329	14208	44880
20170201 84185	650	4063	44871
20170201 227344	919	29200	44863
20170201 248142	589	4258	44858
20170201 105830	563	16411	44858
20170201 239324	491	12827	44856
20170201 195473	802	14354	44853
20170201 174298	745	19525	44846
20170201 132945	1108	54231	44843
20170201 238604	2058	106158	44834
20170201 29846	1286	18539	44829
20170201 208150	901	17805	44828
20170201 244781	1152	12337	44825
20170201 168126	715	7230	44825
20170201 82230	134	2168	44817
20170201 41347	1335	13614	44809
20170201 185826	1302	11507	44804
20170201 249108	303	3705	44797
20170201 238368	576	5754	44769
20170201 174980	1019	25856	44754
20170201 185817	514	5128	44751
20170201 168187	1088	24756	44740
20170201 166631	328	11445	44728
20170201 119114	895	26608	44707
20170201 180178	820	9880	44704
20170201 45609	601	5325	44697
20170201 244948	779	8776	44696
20170201 179048	732	14681	44691
20170201 159316	898	22326	44652
20170201 213306	1064	21041	44645
20170201 40537	349	93	44644
20170201 156747	1189	7434	44638
20170201 203228	406	5309	44632
20170201 198368	533	8752	44613
20170201 123062	560	12284	44599
20170201 208453	823	9067	44593
20170201 196286	953	12123	44593
20170201 207488	604	15186	44593
20170201 161273	758	11004	44578
20170201 196364	591	17935	44575
20170201 226711	315	9776	44565
20170201 209199	953	82452	44556
20170201 196755	1088	19208	44550
20170201 198386	683	27422	44530
20170201 230920	1284	17132	44523
20170201 234378	721	22625	44512
20170201 121466	766	20347	44509
20170201 111341	472	7413	44506
20170201 228231	1135	28057	44505
20170201 95228	453	16818	44505
20170201 202270	1382	23248	44502
20170201 165973	513	1571	44498
20170201 247855	1367	30157	44496
20170201 13661	712	21431	44480
20170201 224515	1588	9820	44477
20170201 144558	891	19000	44469
20170201 197510	672	15376	44459
20170201 224253	379	5253	44444
20170201 104426	1163	5094	44438
20170201 110160	450	6825	44437
20170201 214188	712	20977	44423
20170201 186829	423	5554	44398
20170201 112785	929	4285	44387
20170201 128556	1041	28896	44377
20170201 244482	953	13993	44364
20170201 242505	555	11974	44355
20170201 161371	511	17074	44354
20170201 184068	1076	6674	44352
20170201 99812	747	41922	44343
20170201 161010	602	42965	44338
20170201 205898	884	8292	44327
20170201 5321	501	12433	44324
20170201 229589	823	16760	44317
20170201 88992	433	10916	44306
20170201 201882	424	6661	44299
20170201 155394	489	3979	44279
20170201 227113	453	2552	44274
20170201 249499	386	15903	44266
20170201 1059	566	6811	44262
20170201 138531	459	8066	44251
20170201 169813	790	11687	44247
20170201 139098	951	6825	44205
20170201 226665	783	14532	44197
20170201 241669	605	5169	44194
20170201 213222	748	17102	44179
20170201 103531	3614	27500	44163
20170201 74587	735	15439	44161
20170201 154919	571	8610	44156
20170201 207105	479	3533	44153
20170201 82755	410	2732	44144
20170201 87212	445	9456	44137
20170201 127822	577	14060	44137
20170201 129878	386	17743	44092
20170201 168836	997	12652	44090
20170201 184616	1576	59519	44076
20170201 88087	571	4145	44051
20170201 212544	1022	16874	44051
20170201 158880	478	6010	44050
20170201 92390	803	10699	44031
20170201 107629	881	7857	44008
20170201 188460	591	13866	44002
20170201 173179	516	2434	43996
20170201 143661	465	11495	43995
20170201 191792	1049	23031	43977
20170201 193010	892	17438	43977
20170201 171216	677	3969	43970
20170201 189037	486	6159	43970
20170201 89945	607	7722	43963
20170201 225776	405	1366	43962
20170201 182007	490	13461	43958
20170201 238990	408	7985	43955
20170201 119753	540	13278	43950
20170201 75743	641	12832	43947
20170201 226597	981	22749	43943
20170201 59075	508	12933	43929
20170201 201092	1192	8126	43909
20170201 113275	842	47725	43901
20170201 98232	2804	889	43900
20170201 219455	833	13859	43897
20170201 125485	1607	26604	43894
20170201 161283	1455	36498	43893
20170201 121832	281	4848	43887
20170201 104557	1166	23996	43879
20170201 175423	853	17424	43875
20170201 185657	543	6690	43870
20170201 215025	1015	21700	43866
20170201 202372	1069	36358	43863
20170201 120928	427	12104	43848
20170201 89080	544	11956	43814
20170201 71910	549	12708	43812
20170201 175609	871	19902	43807
20170201 107349	709	11567	43787
20170201 238763	1522	18671	43779
20170201 83081	622	7827	43768
20170201 133774	396	13177	43763
20170201 157358	664	28344	43756
20170201 95118	628	7700	43756
20170201 152332	672	6659	43754
20170201 206292	616	16497	43750
20170201 152206	695	10641	43739
20170201 11648	393	18407	43728
20170201 165539	848	16319	43728
20170201 238834	940	60353	43705
20170201 160766	1120	6295	43686
20170201 69433	663	19862	43675
20170201 228114	919	16084	43670
20170201 144430	558	7230	43651
20170201 7746	626	4099	43644
20170201 17228	896	57901	43635
20170201 205081	667	5977	43616
20170201 2453	937	1386	43599
20170201 68689	659	50536	43597
20170201 83470	429	12284	43595
20170201 189358	622	5563	43592
20170201 187992	502	2431	43591
20170201 227	599	288	43588
20170201 183462	772	30479	43583
20170201 123282	627	20687	43582
20170201 140411	1474	12048	43582
20170201 116962	882	13007	43558
20170201 92119	728	38022	43542
20170201 163407	1521	5098	43537
20170201 87663	1181	22489	43526
20170201 91216	690	37182	43523
20170201 134060	538	2410	43493
20170201 129158	698	41863	43458
20170201 113814	614	7967	43454
20170201 45060	1026	11171	43449
20170201 212119	537	4537	43445
20170201 207206	633	5823	43428
20170201 201384	791	30495	43426
20170201 194216	463	11857	43425
20170201 90381	680	17602	43421
20170201 190626	878	8396	43420
20170201 226077	970	60238	43418
20170201 247000	776	12074	43409
20170201 141211	767	4461	43409
20170201 232135	877	22959	43406
20170201 91830	870	8253	43403
20170201 180037	787	14945	43398
20170201 180801	823	18295	43391
20170201 124897	355	13640	43386
20170201 200736	789	9896	43386
20170201 241763	720	5507	43364
20170201 221816	1368	12481	43361
20170201 132852	487	7458	43339
20170201 133869	415	9965	43335
20170201 225716	841	25505	43334
20170201 54952	975	5851	43309
20170201 161804	628	12834	43308
20170201 146431	808	5427	43305
20170201 104809	394	23042	43283
20170201 131398	907	64157	43264
20170201 234171	728	16472	43261
20170201 140162	718	26576	43261
20170201 243883	381	4143	43250
20170201 73870	1081	27487	43239
20170201 239174	575	9929	43239
20170201 201363	1382	19296	43234
20170201 141593	525	7471	43222
20170201 198598	874	21812	43197
20170201 230940	664	6296	43193
20170201 213322	758	3498	43191
20170201 11231	1252	61566	43191
20170201 65965	1244	12471	43188
20170201 217143	862	14816	43186
20170201 4658	495	6609	43179
20170201 115578	1215	32061	43177
20170201 212213	893	11259	43175
20170201 214963	2033	17893	43169
20170201 110431	663	11167	43163
20170201 126511	623	44722	43153
20170201 236904	998	18550	43151
20170201 93498	1217	25735	43128
20170201 205168	929	8370	43099
20170201 157870	385	4915	43089
20170201 239411	1067	24461	43056
20170201 17569	547	2541	43049
20170201 175535	1283	21220	43048
20170201 237531	845	7407	43048
20170201 134195	886	4150	43035
20170201 189382	455	3255	43033
20170201 192607	542	6819	43020
20170201 66459	522	6120	43003
20170201 50365	339	3560	42998
20170201 123106	651	14302	42993
20170201 97219	1274	27686	42983
20170201 184671	678	30968	42977
20170201 237721	777	6791	42972
20170201 224681	254	6428	42970
20170201 142481	587	14122	42967
20170201 233067	688	20044	42954
20170201 162704	501	25656	42953
20170201 248998	405	8076	42952
20170201 217714	804	6090	42939
20170201 231533	549	22135	42938
20170201 193477	927	7069	42936
20170201 113813	953	21532	42931
20170201 94806	704	14104	42919
20170201 160651	762	18825	42919
20170201 5008	1021	6799	42913
20170201 145917	1058	6529	42912
20170201 204257	1110	21925	42906
20170201 235353	2050	11518	42904
20170201 116391	1058	34889	42890
20170201 193629	786	10662	42882
20170201 245135	1018	50608	42875
20170201 193377	678	5505	42862
20170201 13543	685	34688	42859
20170201 226656	423	7107	42849
20170201 132758	344	4447	42844
20170201 222963	1008	16975	42843
20170201 199592	697	16555	42834
20170201 10088	838	5013	42825
20170201 192028	779	13888	42814
20170201 117784	465	3387	42797
20170201 98103	465	13199	42797
20170201 217860	1756	14366	42793
20170201 147449	847	11955	42787
20170201 196917	405	2627	42782
20170201 218705	431	1352	42781
20170201 150017	839	7381	42780
20170201 112134	319	9008	42777
20170201 98283	602	4794	42777
20170201 214894	1102	43558	42761
20170201 225835	1327	37789	42759
20170201 165575	549	7267	42741
20170201 70907	611	11679	42739
20170201 212040	494	8823	42728
20170201 195747	446	6176	42724
20170201 245313	469	17434	42712
20170201 18940	752	12657	42704
20170201 190117	1118	11394	42695
20170201 169178	1162	35204	42684
20170201 162666	315	3748	42682
20170201 138300	339	5096	42673
20170201 184637	765	12666	42659
20170201 103732	1643	60297	42658
20170201 229841	854	9053	42650
20170201 60471	630	19000	42649
20170201 226858	692	17809	42645
20170201 103524	3516	36523	42642
20170201 206066	941	14941	42639
20170201 95347	2902	17471	42636
20170201 7186	754	9701	42634
20170201 220108	1063	15077	42620
20170201 99723	405	9070	42608
20170201 213627	412	6508	42607
20170201 233205	816	39785	42597
20170201 100566	745	18923	42597
20170201 5769	582	11629	42590
20170201 14019	1605	40936	42586
20170201 177693	581	13426	42580
20170201 230564	638	25916	42558
20170201 240994	729	5711	42555
20170201 136866	689	19288	42552
20170201 114493	1101	11422	42537
20170201 202648	1460	66580	42534
20170201 166928	258	1426	42531
20170201 217400	547	8609	42507
20170201 173906	708	10833	42493
20170201 203065	731	5343	42489
20170201 141703	213	1380	42488
20170201 213299	520	7985	42483
20170201 98138	403	134	42481
20170201 74117	396	12846	42479
20170201 212721	569	7975	42479
20170201 142823	827	12153	42473
20170201 110733	1143	96058	42470
20170201 235381	1021	10528	42463
20170201 87476	750	15342	42463
20170201 209444	719	5070	42451
20170201 80370	882	8336	42448
20170201 134249	803	4826	42448
20170201 204477	822	21211	42448
20170201 105750	264	1837	42447
20170201 243801	1174	48813	42446
20170201 227499	762	13019	42444
20170201 105623	547	7641	42423
20170201 117575	808	13272	42422
20170201 127390	1004	27334	42420
20170201 133718	346	14725	42396
20170201 234783	317	2368	42392
20170201 138005	1173	16575	42387
20170201 119328	951	19799	42384
20170201 120685	510	7137	42380
20170201 128119	331	16991	42374
20170201 119136	608	3461	42365
20170201 82898	655	16400	42362
20170201 195163	928	61166	42362
20170201 3853	604	35758	42347
20170201 239264	1508	21346	42346
20170201 220487	465	6739	42321
20170201 119186	526	10270	42317
20170201 239767	788	13062	42311
20170201 198957	702	4911	42300
20170201 167983	401	9910	42298
20170201 98560	674	5650	42295
20170201 130532	679	8488	42271
20170201 96348	831	9432	42269
20170201 28371	679	1067	42268
20170201 184512	420	17711	42263
20170201 187341	1178	3468	42262
20170201 3326	569	3069	42262
20170201 110503	283	5662	42259
20170201 241098	476	10324	42259
20170201 79115	818	9925	42256
20170201 232428	824	9306	42252
20170201 151492	625	13642	42248
20170201 100065	438	5725	42247
20170201 190401	485	4865	42239
20170201 39425	917	7826	42237
20170201 48318	673	12447	42224
20170201 138591	885	27679	42218
20170201 240845	805	22621	42213
20170201 147643	929	20707	42209
20170201 135613	824	16226	42198
20170201 216108	416	3651	42190
20170201 139296	1417	19115	42182
20170201 108856	360	1244	42164
20170201 142586	275	3581	42162
20170201 141738	736	11134	42160
20170201 171159	761	14396	42160
20170201 226797	701	24527	42156
20170201 141307	431	8116	42118
20170201 68928	748	8054	42118
20170201 195294	508	43059	42117
20170201 190681	718	11154	42114
20170201 174356	691	11620	42087
20170201 209436	357	23599	42083
20170201 213791	518	6150	42062
20170201 115485	382	8988	42054
20170201 120093	477	10679	42050
20170201 199128	491	25854	42045
20170201 11201	424	7075	42039
20170201 229283	899	45313	42025
20170201 211491	601	34417	42022
20170201 162486	839	34956	42010
20170201 76880	549	5184	42008
20170201 46334	766	300	42002
20170201 183174	947	15172	41993
20170201 205972	675	8282	41990
20170201 214358	513	6750	41984
20170201 245414	380	12250	41982
20170201 115564	676	8317	41975
20170201 233285	380	6201	41970
20170201 167705	851	37764	41969
20170201 111283	1042	6156	41967
20170201 8101	395	13263	41961
20170201 73455	499	12270	41959
20170201 107837	713	15260	41953
20170201 72905	294	11948	41951
20170201 58609	762	9372	41943
20170201 234059	796	21125	41938
20170201 106541	482	5543	41935
20170201 215296	914	42645	41934
20170201 219729	1036	15205	41934
20170201 208598	496	21168	41932
20170201 30808	747	2026	41929
20170201 109644	470	6082	41922
20170201 182008	592	8551	41892
20170201 244143	752	18692	41888
20170201 182596	915	40701	41863
20170201 202778	652	9880	41843
20170201 220565	552	7754	41836
20170201 126089	519	13905	41834
20170201 77905	2255	15598	41799
20170201 106623	406	1802	41782
20170201 246206	438	16831	41775
20170201 106159	630	11881	41773
20170201 249521	498	12245	41760
20170201 188208	370	7500	41739
20170201 193057	230	3569	41737
20170201 222821	801	25737	41735
20170201 248493	763	13223	41733
20170201 108123	1384	17166	41729
20170201 9237	398	3301	41726
20170201 224005	1015	21345	41723
20170201 121609	1507	45484	41715
20170201 6208	632	36263	41704
20170201 155718	691	9816	41702
20170201 60080	649	14286	41692
20170201 74384	847	39396	41687
20170201 181690	514	4827	41674
20170201 205474	1135	64718	41656
20170201 215101	416	2804	41653
20170201 137805	1081	86272	41653
20170201 238844	734	13504	41626
20170201 182392	613	1649	41619
20170201 205624	690	7078	41615
20170201 232869	787	22575	41608
20170201 183585	846	10381	41607
20170201 200011	911	8837	41594
20170201 64901	597	7314	41591
20170201 205036	1262	14316	41578
20170201 122668	720	7692	41578
20170201 127776	932	71946	41572
20170201 178808	614	7949	41556
20170201 125602	572	4426	41549
20170201 156764	903	30345	41545
20170201 195305	334	7370	41538
20170201 197940	776	3668	41525
20170201 157121	372	6924	41524
20170201 123437	719	26704	41514
20170201 116706	891	34105	41514
20170201 225039	1108	39244	41507
20170201 167521	369	3403	41503
20170201 239506	711	5433	41492
20170201 106271	427	18059	41487
20170201 169129	691	18950	41472
20170201 183378	659	22596	41453
20170201 9479	637	46723	41440
20170201 155002	490	7423	41415
20170201 128499	1265	99998	41414
20170201 110423	612	4437	41396
20170201 168661	711	5912	41395
20170201 219437	871	57020	41393
20170201 224668	617	10250	41379
20170201 221991	461	8181	41374
20170201 135909	990	13070	41373
20170201 203702	864	16814	41369
20170201 229213	893	19947	41358
20170201 236569	276	10639	41355
20170201 90293	1176	17356	41354
20170201 27841	454	8399	41341
20170201 20159	717	11799	41338
20170201 70615	726	21934	41330
20170201 3168	770	37752	41322
20170201 224018	620	5904	41322
20170201 215370	747	13319	41318
20170201 130317	441	6798	41316
20170201 223348	1111	7491	41313
20170201 115263	1062	12859	41302
20170201 84553	742	41175	41300
20170201 182217	653	9435	41296
20170201 235083	554	18097	41292
20170201 214078	302	6679	41289
20170201 226721	922	9482	41271
20170201 205016	935	23354	41268
20170201 134745	728	7127	41254
20170201 228808	778	19350	41251
20170201 244349	789	8521	41242
20170201 122743	767	48833	41242
20170201 134218	864	4863	41237
20170201 90482	1142	24188	41222
20170201 69236	502	12950	41203
20170201 187729	747	8802	41203
20170201 101906	811	2601	41118
20170201 91136	632	76848	41106
20170201 198917	227	1629	41101
20170201 137533	694	8006	41089
20170201 118533	505	8456	41080
20170201 162393	967	24444	41059
20170201 43653	681	10667	41059
20170201 108391	885	17210	41058
20170201 196474	354	2378	41050
20170201 109240	625	15251	41045
20170201 133950	1104	14010	41044
20170201 240523	520	7917	41043
20170201 155914	995	14254	41041
20170201 154067	402	5163	41037
20170201 14520	438	716	41013
20170201 145731	950	24561	41009
20170201 245697	1126	21997	41007
20170201 1096	1150	8391	41007
20170201 112245	733	6519	41001
20170201 242610	1051	18373	40990
20170201 7757	661	22236	40979
20170201 79164	720	23640	40975
20170201 2431	466	1062	40973
20170201 220275	1124	110483	40972
20170201 98474	796	8083	40967
20170201 192581	638	16408	40960
20170201 210287	787	13688	40936
20170201 215992	356	2275	40932
20170201 179175	559	8587	40929
20170201 184714	889	17209	40929
20170201 2334	669	34089	40924
20170201 239016	777	20402	40923
20170201 65104	881	16403	40910
20170201 100371	1435	34492	40904
20170201 228505	486	6717	40903
20170201 91877	965	16645	40902
20170201 174510	892	34098	40900
20170201 126646	588	17700	40899
20170201 111201	480	9703	40893
20170201 193031	375	6882	40878
20170201 189697	1266	20304	40873
20170201 222890	507	10622	40869
20170201 240469	569	13410	40862
20170201 138544	1011	39298	40858
20170201 232745	768	25936	40841
20170201 244744	1316	19028	40834
20170201 236029	1096	69885	40801
20170201 88950	1380	28552	40799
20170201 81469	462	10965	40794
20170201 151408	683	73224	40782
20170201 149630	736	12338	40781
20170201 97760	578	9189	40768
20170201 195086	539	5938	40752
20170201 231147	849	5165	40746
20170201 219267	448	6943	40739
20170201 129047	970	15285	40716
20170201 111968	791	12612	40708
20170201 121555	763	12759	40703
20170201 247172	671	6917	40676
20170201 29740	553	10867	40673
20170201 99577	502	5146	40642
20170201 229318	1698	3330	40641
20170201 239596	349	8192	40641
20170201 74090	743	14633	40628
20170201 198517	377	5461	40616
20170201 166991	635	21809	40600
20170201 3275	824	2593	40591
20170201 146169	858	8594	40588
20170201 219050	907	11540	40578
20170201 91806	301	5093	40574
20170201 125992	855	72984	40567
20170201 198406	695	9358	40545
20170201 201796	285	2366	40538
20170201 220830	612	23434	40537
20170201 145337	1095	4622	40530
20170201 234237	658	15331	40522
20170201 122822	682	43872	40518
20170201 171660	492	13607	40516
20170201 16919	1252	10851	40508
20170201 178026	799	10368	40496
20170201 181766	486	4716	40490
20170201 184528	702	14142	40476
20170201 51153	696	15187	40463
20170201 77817	793	13178	40443
20170201 57166	591	12273	40435
20170201 53485	621	20464	40432
20170201 242035	645	6031	40429
20170201 126231	555	14632	40425
20170201 115573	651	7286	40408
20170201 202678	935	12042	40401
20170201 185849	508	13107	40397
20170201 98280	560	47375	40387
20170201 227826	948	26277	40381
20170201 92018	481	2996	40369
20170201 201325	749	9663	40368
20170201 175369	640	14030	40359
20170201 108080	932	4159	40357
20170201 206996	1321	82291	40334
20170201 213576	239	843	40324
20170201 186724	644	10481	40309
20170201 101759	474	1031	40295
20170201 201930	1092	30615	40293
20170201 36247	443	4021	40287
20170201 181356	276	5399	40271
20170201 177254	401	6706	40270
20170201 116396	947	18231	40255
20170201 77721	486	3664	40251
20170201 229554	692	2991	40249
20170201 182610	704	12437	40229
20170201 213901	590	42089	40222
20170201 41695	435	10509	40222
20170201 125007	950	49189	40218
20170201 6725	543	9142	40218
20170201 100872	1323	13869	40217
20170201 149311	677	13541	40210
20170201 134234	622	3962	40208
20170201 240522	1174	74948	40203
20170201 203980	556	8564	40203
20170201 121442	372	16499	40176
20170201 165400	930	19299	40173
20170201 127533	494	14718	40166
20170201 223387	1030	96976	40162
20170201 212249	450	20939	40156
20170201 231511	1283	34708	40149
20170201 235740	519	22638	40143
20170201 203864	438	20776	40134
20170201 114267	652	21132	40125
20170201 153542	921	28276	40119
20170201 103449	931	767	40106
20170201 238882	456	7963	40105
20170201 128005	503	11854	40104
20170201 78152	613	6927	40098
20170201 225247	1145	22666	40083
20170201 178356	497	15949	40056
20170201 172085	636	14038	40054
20170201 61194	1064	20480	40054
20170201 116481	542	28661	40036
20170201 90037	792	10642	40032
20170201 235931	470	13918	40021
20170201 137100	800	50419	40018
20170201 220776	509	6581	40002
20170201 79336	764	8455	39994
20170201 175024	1207	25228	39991
20170201 74982	782	15568	39990
20170201 25007	543	9469	39986
20170201 249962	1104	7606	39985
20170201 181359	1458	21006	39976
20170201 3286	415	1825	39972
20170201 207499	1159	12540	39971
20170201 170710	677	2631	39964
20170201 85384	584	11950	39962
20170201 227777	441	8912	39960
20170201 165308	534	5333	39941
20170201 161321	652	13661	39929
20170201 196001	2024	5172	39926
20170201 192918	1303	40365	39923
20170201 78699	830	3906	39922
20170201 216011	1317	17085	39907
20170201 174363	638	5880	39905
20170201 66579	480	11222	39904
20170201 209503	566	15182	39893
20170201 7055	560	2199	39891
20170201 221358	619	24454	39867
20170201 177780	271	3688	39841
20170201 181616	902	17611	39832
20170201 195972	550	8182	39827
20170201 136159	353	4912	39821
20170201 141950	758	42504	39819
20170201 1099	1299	6834	39799
20170201 128855	353	4906	39788
20170201 213802	522	3404	39786
20170201 191212	620	12809	39768
20170201 198106	499	7841	39754
20170201 51094	307	4688	39752
20170201 190340	1070	28880	39747
20170201 71130	633	5891	39740
20170201 204096	760	14251	39739
20170201 120515	395	16617	39736
20170201 193153	573	10276	39730
20170201 116932	823	34916	39725
20170201 242330	653	12403	39718
20170201 201907	1326	42720	39718
20170201 196611	875	63986	39707
20170201 202182	396	9069	39700
20170201 113538	1114	30032	39698
20170201 125611	1187	44951	39686
20170201 184707	453	18981	39678
20170201 144700	947	28343	39660
20170201 205133	702	4361	39657
20170201 181048	958	8925	39656
20170201 127766	685	17469	39650
20170201 191201	1230	73819	39632
20170201 110496	494	1634	39626
20170201 246687	960	30253	39622
20170201 235605	1095	16144	39617
20170201 240384	891	14216	39616
20170201 229835	483	2271	39610
20170201 145305	714	35563	39609
20170201 27844	992	25465	39597
20170201 221578	1371	24071	39590
20170201 112730	733	19206	39588
20170201 190009	1861	27392	39585
20170201 223204	852	18088	39582
20170201 102391	908	36667	39565
20170201 84229	443	5002	39562
20170201 231715	825	15792	39548
20170201 89787	464	3776	39547
20170201 191977	193	126	39540
20170201 100874	419	5276	39538
20170201 128350	931	8902	39524
20170201 174891	578	9838	39520
20170201 110931	673	10565	39513
20170201 161209	515	1939	39511
20170201 233794	680	21084	39494
20170201 177425	640	5078	39488
20170201 152934	997	10102	39478
20170201 146259	803	7698	39472
20170201 144683	821	23432	39471
20170201 23338	981	28997	39453
20170201 187193	744	4944	39451
20170201 198315	527	5074	39450
20170201 231435	439	11106	39447
20170201 239856	658	15480	39446
20170201 242562	516	18877	39441
20170201 90993	924	613	39434
20170201 187096	662	15244	39422
20170201 113539	479	1633	39402
20170201 130108	202	1734	39400
20170201 212187	702	14232	39398
20170201 249631	278	2863	39390
20170201 212626	663	22634	39388
20170201 111281	324	7275	39388
20170201 60188	697	12882	39386
20170201 83827	1155	63842	39380
20170201 212594	838	49859	39371
20170201 100710	910	22510	39369
20170201 190910	539	14065	39356
20170201 224189	1048	6707	39352
20170201 211438	598	8035	39351
20170201 135125	622	18619	39350
20170201 150929	503	17788	39336
20170201 85390	459	598	39332
20170201 124809	424	6460	39320
20170201 156759	247	11122	39318
20170201 224683	532	7569	39318
20170201 72595	514	15962	39317
20170201 195159	497	15729	39316
20170201 222241	1171	20726	39313
20170201 243573	934	15793	39311
20170201 144175	1028	5460	39283
20170201 222551	779	11552	39282
20170201 242208	1079	44620	39280
20170201 158997	518	11312	39280
20170201 245078	591	3826	39279
20170201 154888	460	3087	39261
20170201 227866	487	3737	39229
20170201 128762	819	3433	39214
20170201 104871	671	20092	39213
20170201 182562	731	10620	39206
20170201 214057	1273	15170	39197
20170201 163788	297	12993	39194
20170201 152849	1090	29081	39187
20170201 48764	911	1742	39180
20170201 156945	458	2772	39176
20170201 195160	292	4427	39171
20170201 248054	124	1373	39158
20170201 94239	589	20461	39156
20170201 204159	254	6420	39147
20170201 12057	561	6324	39138
20170201 202704	850	13576	39124
20170201 181655	676	11332	39122
20170201 65792	630	148	39098
20170201 166695	570	12728	39095
20170201 142077	377	9622	39094
20170201 189055	504	4047	39091
20170201 207270	628	10845	39086
20170201 238081	595	10608	39079
20170201 181475	450	9904	39063
20170201 209162	322	28971	39059
20170201 69811	514	9280	39041
20170201 124799	667	12620	39038
20170201 201457	659	21370	39033
20170201 108611	344	1012	39032
20170201 159071	479	35640	39024
20170201 178497	462	7676	39023
20170201 77168	1066	133042	39013
20170201 93947	463	3509	39012
20170201 112556	557	10955	39003
20170201 149005	1319	17880	39001
20170201 91213	447	4513	38993
20170201 63041	991	20783	38973
20170201 236320	825	11975	38973
20170201 175431	368	1564	38958
20170201 139103	709	6834	38940
20170201 68445	441	12972	38922
20170201 247986	697	6961	38917
20170201 120146	1016	41642	38917
20170201 89506	553	1952	38916
20170201 205010	619	19485	38915
20170201 177455	888	16808	38911
20170201 230947	1044	26331	38907
20170201 10156	1116	25780	38906
20170201 7036	514	10152	38898
20170201 229373	868	9247	38892
20170201 133132	840	10206	38886
20170201 22658	459	5367	38873
20170201 164256	763	5059	38869
20170201 198300	322	3742	38869
20170201 236741	425	7818	38864
20170201 156712	943	4661	38846
20170201 119536	285	4627	38841
20170201 13457	365	2238	38838
20170201 191956	591	5421	38818
20170201 91472	878	9861	38817
20170201 234600	573	10866	38816
20170201 64280	763	23469	38804
20170201 84040	677	29992	38802
20170201 87739	1280	66526	38800
20170201 229338	650	8888	38784
20170201 179979	475	4670	38781
20170201 15199	734	10151	38766
20170201 188395	481	11034	38765
20170201 120056	770	34619	38765
20170201 153411	623	13636	38746
20170201 241843	472	5243	38743
20170201 222491	812	13834	38742
20170201 162980	1806	16836	38740
20170201 210039	577	8704	38737
20170201 130751	528	6891	38728
20170201 120777	1199	50771	38719
20170201 238884	949	14361	38716
20170201 216873	869	5884	38709
20170201 187338	1907	24137	38706
20170201 235405	1047	5953	38691
20170201 192821	594	7240	38675
20170201 152928	465	3113	38665
20170201 188975	505	10422	38639
20170201 232281	639	60967	38632
20170201 97707	1113	28664	38626
20170201 148061	837	15631	38617
20170201 201676	591	10919	38609
20170201 7074	509	15198	38608
20170201 222947	414	4092	38604
20170201 91230	556	28426	38603
20170201 103390	384	282	38592
20170201 164665	594	13877	38591
20170201 89646	704	11547	38589
20170201 180056	310	2590	38583
20170201 68297	602	4241	38578
20170201 174509	399	2727	38575
20170201 149612	463	20056	38574
20170201 112076	324	2292	38565
20170201 70519	403	458	38563
20170201 230754	1111	18792	38563
20170201 150927	319	4958	38561
20170201 199980	617	11145	38558
20170201 121508	955	31202	38556
