20170301 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170301 96543	1766	84683	121831
20170301 113195	1863	36813	121810
20170301 94812	2640	41239	121801
20170301 111877	1474	21060	121771
20170301 175429	1769	22728	121770
20170301 273252	2125	38535	121770
20170301 154097	1798	32696	121741
20170301 240045	1751	34699	121729
20170301 101688	1334	20041	121728
20170301 224155	1374	26219	121712
20170301 239897	2848	41184	121709
20170301 243007	1835	63875	121689
20170301 213246	2152	42329	121682
20170301 139459	1441	20244	121669
20170301 72365	1221	26548	121660
20170301 258647	3045	38836	121639
20170301 143034	2917	83416	121607
20170301 1792	1234	19212	121601
20170301 230028	944	9594	121565
20170301 235977	1859	37240	121529
20170301 107256	2132	55957	121517
20170301 53167	1839	57149	121515
20170301 254992	2272	45285	121460
20170301 118843	1446	17015	121457
20170301 267530	2582	26306	121451
20170301 68755	4512	65254	121377
20170301 199654	897	8725	121344
20170301 241607	1405	49114	121337
20170301 251969	2132	70737	121316
20170301 186199	1363	22423	121310
20170301 232325	1228	59717	121290
20170301 195169	1559	36487	121264
20170301 151271	1492	42319	121257
20170301 231932	1541	32863	121249
20170301 281960	939	7050	121192
20170301 202171	2902	60723	121192
20170301 181664	1793	14139	121182
20170301 248018	2449	51149	121171
20170301 138298	2743	116561	121140
20170301 138096	1323	42180	121068
20170301 271007	2889	26868	121065
20170301 237293	1949	42358	121062
20170301 257013	1477	45748	121041
20170301 170055	1389	11075	121006
20170301 171696	1604	37842	121004
20170301 264500	1203	40930	120986
20170301 135048	1505	31659	120922
20170301 95319	1223	24738	120900
20170301 148255	862	43203	120892
20170301 145312	2588	51696	120871
20170301 4690	2225	55847	120868
20170301 198659	1235	41402	120852
20170301 95514	1751	49953	120842
20170301 129771	2910	116936	120820
20170301 137596	1856	38337	120818
20170301 178666	2531	30236	120815
20170301 120531	2514	48722	120801
20170301 229566	2196	115214	120743
20170301 139606	2023	109236	120734
20170301 108306	2135	29405	120725
20170301 168619	1682	24134	120702
20170301 221935	879	9430	120658
20170301 241016	1631	13302	120627
20170301 210237	1657	43166	120611
20170301 167776	330	1142	120584
20170301 287914	1825	30446	120580
20170301 156766	940	21728	120535
20170301 71660	3602	117935	120510
20170301 106184	1566	33515	120496
20170301 260431	1841	21951	120496
20170301 188749	3060	66333	120485
20170301 123601	2139	39316	120477
20170301 180714	1715	64160	120445
20170301 170935	1749	18072	120441
20170301 73969	2084	32658	120423
20170301 44649	1769	49819	120415
20170301 256822	2529	22127	120411
20170301 172906	1457	40956	120376
20170301 222977	2098	46952	120363
20170301 229557	1143	34653	120356
20170301 237624	2492	105563	120340
20170301 65861	2373	24882	120330
20170301 151700	1731	40890	120326
20170301 211885	801	14833	120312
20170301 224359	1000	29301	120310
20170301 71289	2212	81497	120305
20170301 87872	1536	102819	120276
20170301 139200	2150	37444	120266
20170301 153570	1989	45841	120234
20170301 277926	6985	102370	120179
20170301 171186	1113	31762	120162
20170301 209954	2192	47823	120114
20170301 55982	1003	13892	120093
20170301 108074	883	22065	120080
20170301 126559	2794	50073	120077
20170301 185717	2274	46518	120061
20170301 270819	1281	9596	120047
20170301 256209	3429	112921	120017
20170301 200063	1033	64371	119989
20170301 251519	1878	24746	119988
20170301 265210	2573	49393	119985
20170301 198171	1808	76443	119982
20170301 219434	1143	71961	119971
20170301 15852	2988	62922	119943
20170301 138365	1408	29892	119916
20170301 231549	1265	24608	119913
20170301 261696	2615	49443	119910
20170301 24142	1891	23774	119904
20170301 210209	1399	60934	119895
20170301 148462	1925	9677	119888
20170301 191242	1700	64616	119884
20170301 113773	1969	39708	119868
20170301 288259	1074	6504	119863
20170301 237485	1364	38896	119861
20170301 174425	1748	72359	119844
20170301 274341	1299	27223	119839
20170301 254291	2848	52389	119818
20170301 254252	2350	25454	119792
20170301 163484	2110	99105	119691
20170301 3736	1810	28339	119690
20170301 207498	467	14186	119682
20170301 245653	1873	28502	119624
20170301 138921	1645	33953	119620
20170301 9300	2101	56364	119617
20170301 161152	1473	71417	119598
20170301 200761	2071	34362	119596
20170301 89978	1651	21909	119553
20170301 257105	2878	36477	119545
20170301 126210	2043	51742	119541
20170301 140436	2232	58025	119528
20170301 188448	1427	74193	119509
20170301 23522	1631	62890	119459
20170301 268471	2511	25221	119423
20170301 257147	2332	38846	119338
20170301 263245	1572	36257	119335
20170301 68005	1798	45724	119325
20170301 260822	1672	19284	119324
20170301 181593	1498	23846	119308
20170301 234045	2985	85660	119295
20170301 20934	1092	40271	119289
20170301 227834	2401	73498	119284
20170301 253095	1908	35950	119282
20170301 285399	1277	19043	119258
20170301 137334	2691	57280	119246
20170301 269599	1312	28786	119236
20170301 170886	1146	17994	119231
20170301 204668	1230	18152	119216
20170301 255938	1626	37817	119213
20170301 262766	721	27711	119196
20170301 229012	1118	33793	119183
20170301 18027	2271	33917	119180
20170301 146116	1730	83975	119178
20170301 288776	636	7871	119174
20170301 4782	1379	49721	119156
20170301 253833	896	18620	119154
20170301 281466	2664	33992	119154
20170301 289920	3268	39112	119118
20170301 27369	899	62929	119102
20170301 184757	1649	35857	119087
20170301 217608	3118	38670	119069
20170301 286649	1511	40344	119065
20170301 137022	3327	194447	119061
20170301 81690	1553	65143	119058
20170301 187999	2056	36889	119055
20170301 117364	2297	48031	119052
20170301 7216	1957	25347	119041
20170301 9104	1415	21486	119033
20170301 269470	1255	30014	119002
20170301 264090	2164	26821	119001
20170301 262606	2047	40230	118985
20170301 50844	864	13783	118975
20170301 99260	2617	101666	118970
20170301 259927	2466	34605	118958
20170301 139350	2131	61019	118937
20170301 62273	1653	19074	118913
20170301 114342	1626	17592	118909
20170301 237127	1561	34971	118900
20170301 200757	2779	37747	118884
20170301 1794	1133	100710	118881
20170301 174707	2330	31376	118871
20170301 135123	2789	200319	118847
20170301 59882	815	8976	118778
20170301 100334	1000	31972	118757
20170301 198604	1550	57340	118749
20170301 240340	2023	25378	118748
20170301 252424	2464	21636	118746
20170301 205154	1965	35505	118713
20170301 122492	1813	43242	118684
20170301 4748	1968	20644	118667
20170301 179123	1461	62778	118657
20170301 130173	1897	98010	118656
20170301 260634	2263	37637	118652
20170301 166116	8766	43226	118628
20170301 105002	3806	68978	118612
20170301 96578	1371	18821	118602
20170301 157215	1342	30750	118561
20170301 86199	2513	25699	118517
20170301 190340	1965	80756	118496
20170301 171403	1681	61764	118485
20170301 261886	1048	17536	118471
20170301 295768	1495	34875	118460
20170301 192145	1896	48121	118458
20170301 182629	3140	205582	118456
20170301 246369	2002	55370	118441
20170301 91454	930	34834	118440
20170301 184478	2626	48142	118406
20170301 111685	1598	20203	118384
20170301 260271	1231	20419	118363
20170301 192814	2777	90438	118352
20170301 228975	3497	139823	118325
20170301 235617	1196	17305	118303
20170301 198624	1163	31239	118257
20170301 281453	4742	50514	118256
20170301 25163	1748	46451	118254
20170301 272350	2483	25060	118250
20170301 110151	1167	35567	118226
20170301 270549	1197	50956	118221
20170301 207398	1557	68011	118210
20170301 168137	1062	16473	118208
20170301 229567	1650	65767	118203
20170301 70523	1636	62639	118195
20170301 250200	708	20883	118167
20170301 179255	1541	64694	118166
20170301 22166	1982	36533	118139
20170301 219364	1246	15102	118137
20170301 172435	749	12699	118133
20170301 91339	581	14744	118116
20170301 95974	1859	98054	118072
20170301 281078	1261	12207	118059
20170301 235447	1714	61131	118042
20170301 118149	2060	41061	118040
20170301 120351	663	20834	118018
20170301 117140	675	12388	117971
20170301 209136	1473	18262	117969
20170301 103020	2619	37868	117949
20170301 161926	2611	32788	117920
20170301 84713	1870	56259	117916
20170301 264587	2731	26597	117893
20170301 176298	2706	37889	117885
20170301 231893	1801	28504	117870
20170301 217657	4067	43784	117861
20170301 272182	2617	21493	117860
20170301 60571	1720	21764	117847
20170301 235548	1161	23617	117836
20170301 83574	1239	20835	117819
20170301 169518	1938	35317	117815
20170301 140980	2661	39016	117783
20170301 257227	1277	23029	117710
20170301 232823	1985	42389	117695
20170301 288022	2272	13696	117683
20170301 279855	2475	27786	117673
20170301 248979	1627	43576	117670
20170301 238210	2354	43075	117658
20170301 18530	1515	33639	117658
20170301 49091	2024	85132	117654
20170301 176362	1916	53414	117629
20170301 186399	1054	13443	117615
20170301 58085	1478	37320	117568
20170301 178205	2299	228493	117544
20170301 275492	2074	21669	117530
20170301 226715	2511	101839	117528
20170301 264918	950	24123	117522
20170301 201665	1961	42271	117510
20170301 244385	2213	58508	117477
20170301 72395	2052	31699	117469
20170301 190713	1185	18096	117452
20170301 149278	1665	167185	117394
20170301 253933	1291	27155	117376
20170301 245388	2762	57968	117375
20170301 31866	1322	32178	117359
20170301 233314	1532	25944	117353
20170301 260817	1033	65622	117326
20170301 234534	3780	42766	117315
20170301 275160	1487	17225	117310
20170301 188875	1522	11196	117308
20170301 230157	1430	18827	117275
20170301 283553	1600	18830	117270
20170301 248564	1262	40104	117265
20170301 145235	1561	35575	117264
20170301 90150	1068	40598	117245
20170301 163482	1659	78233	117222
20170301 263135	1744	23178	117206
20170301 202992	2139	39186	117200
20170301 260779	6178	48219	117164
20170301 242043	1436	14573	117140
20170301 241566	1236	20636	117138
20170301 206204	837	9005	117132
20170301 281108	2822	25647	117113
20170301 182965	1063	28107	117112
20170301 290844	2825	31526	117099
20170301 243289	1577	90256	117079
20170301 77442	2959	105525	117069
20170301 228282	1197	26536	117066
20170301 258630	2411	38856	117050
20170301 5846	1067	52347	117015
20170301 142050	1733	76530	117008
20170301 273028	979	19160	117001
20170301 211985	1514	37848	116995
20170301 243875	775	7725	116985
20170301 208465	1707	11109	116984
20170301 276842	1375	16064	116977
20170301 168086	1253	35204	116971
20170301 49970	5332	112796	116950
20170301 107742	1632	40648	116944
20170301 228542	1094	11801	116903
20170301 183073	2230	39254	116901
20170301 219222	937	31626	116895
20170301 73444	1568	32157	116891
20170301 276016	2009	22090	116890
20170301 124799	1579	30409	116886
20170301 195456	1590	32462	116857
20170301 248402	1704	25797	116848
20170301 285108	4540	53382	116823
20170301 53053	1230	70706	116766
20170301 227395	1261	37116	116747
20170301 263122	899	17109	116747
20170301 240310	1245	44223	116731
20170301 99192	1687	33438	116726
20170301 169975	1281	23646	116711
20170301 168759	1859	61379	116690
20170301 258181	1764	20786	116688
20170301 244114	2272	37119	116681
20170301 85879	887	16583	116677
20170301 173608	4213	42958	116661
20170301 162588	1155	17348	116612
20170301 286282	2358	17412	116602
20170301 248438	1300	51579	116596
20170301 263347	2737	203153	116565
20170301 242311	1478	37961	116553
20170301 275633	871	11510	116538
20170301 98241	1207	28341	116531
20170301 116998	1933	24712	116515
20170301 264453	1352	23244	116512
20170301 127326	1278	33174	116492
20170301 195012	1300	51857	116483
20170301 167225	3830	39403	116476
20170301 206523	2766	41080	116460
20170301 145305	1252	48705	116439
20170301 107835	580	24876	116405
20170301 180991	1620	48950	116397
20170301 81338	1946	68295	116369
20170301 17499	2298	17351	116321
20170301 154805	2928	48875	116319
20170301 130936	1204	27752	116293
20170301 57891	2349	53681	116249
20170301 67808	748	25175	116239
20170301 152348	2027	58479	116207
20170301 292351	1812	23365	116199
20170301 106103	2356	78391	116185
20170301 212780	2538	47506	116164
20170301 132574	1431	50900	116163
20170301 251967	2300	30840	116149
20170301 238302	1750	51169	116147
20170301 137426	1769	33760	116144
20170301 208268	1230	18783	116141
20170301 246505	974	11385	116126
20170301 219030	2163	17961	116125
20170301 276787	1573	18208	116104
20170301 169178	2307	49799	116094
20170301 133572	2486	154456	116031
20170301 281671	2046	47844	116028
20170301 137840	1206	19075	115988
20170301 112792	3537	68269	115965
20170301 231353	1262	35097	115898
20170301 207305	1059	19120	115889
20170301 84697	1346	38703	115860
20170301 167994	1380	49182	115816
20170301 205596	895	22824	115773
20170301 162947	889	17509	115751
20170301 115772	1730	92344	115740
20170301 135915	1575	42465	115729
20170301 159245	1673	44558	115718
20170301 149390	625	14321	115716
20170301 243520	2487	35462	115688
20170301 179419	2032	31960	115685
20170301 129961	1195	18215	115681
20170301 40015	2996	54923	115644
20170301 88543	1492	66633	115623
20170301 287694	1284	24787	115617
20170301 197102	3319	73602	115610
20170301 125808	2836	50908	115609
20170301 29896	1350	37335	115608
20170301 85202	1043	25494	115602
20170301 218278	1276	16811	115601
20170301 218400	1292	16509	115598
20170301 118246	1540	43083	115588
20170301 261783	1976	21634	115582
20170301 163447	2745	24495	115565
20170301 120432	2786	73599	115561
20170301 56453	1449	28075	115551
20170301 174007	1177	68176	115550
20170301 264321	1099	18637	115547
20170301 79770	2404	115286	115504
20170301 243321	1396	69836	115460
20170301 263532	5938	43352	115451
20170301 14703	2130	45807	115449
20170301 292442	2968	23606	115426
20170301 254828	1747	49274	115326
20170301 151094	1017	25843	115306
20170301 225873	2839	45068	115285
20170301 167846	1389	20863	115271
20170301 110103	990	16201	115258
20170301 244711	1523	29642	115228
20170301 170877	1047	17865	115224
20170301 148732	1384	19151	115167
20170301 6208	1731	49435	115135
20170301 95415	2896	59157	115083
20170301 284336	1704	37330	115059
20170301 56966	3190	34145	115057
20170301 164372	3701	57957	115014
20170301 254063	942	28042	114997
20170301 78562	1284	12562	114993
20170301 248907	2799	37464	114962
20170301 233950	752	17915	114961
20170301 251128	2099	86920	114953
20170301 261948	1603	19935	114935
20170301 93524	1901	61072	114921
20170301 120194	2693	69467	114909
20170301 176162	1421	77490	114905
20170301 291602	2464	44910	114899
20170301 103087	3331	140069	114890
20170301 214494	1917	30805	114884
20170301 112493	1785	33293	114882
20170301 249864	1105	39069	114874
20170301 161088	1673	29784	114874
20170301 293045	1169	18304	114862
20170301 2385	3670	72289	114845
20170301 64813	2490	48724	114724
20170301 243640	959	11915	114721
20170301 243736	1602	48080	114709
20170301 235505	3221	84786	114705
20170301 175266	1375	60219	114672
20170301 187468	802	15101	114656
20170301 91749	2119	29382	114632
20170301 57300	1593	65384	114608
20170301 189776	891	29411	114606
20170301 283881	3475	38528	114603
20170301 168275	1797	24935	114601
20170301 97549	1801	51761	114599
20170301 25461	2401	37563	114581
20170301 83919	1075	32298	114578
20170301 209140	1882	59782	114575
20170301 109975	1815	46588	114544
20170301 194856	2522	73036	114542
20170301 122892	975	15854	114498
20170301 110677	2435	47531	114495
20170301 72260	1457	30283	114477
20170301 119406	745	5677	114475
20170301 128478	3236	100543	114472
20170301 256628	1451	18616	114460
20170301 153542	2670	92829	114456
20170301 244707	1061	23264	114418
20170301 191722	1905	46481	114413
20170301 129206	1962	31775	114392
20170301 254596	1833	44255	114391
20170301 17320	803	23887	114383
20170301 212610	1286	28112	114363
20170301 261874	1913	16098	114344
20170301 225896	2237	30678	114336
20170301 193904	1889	34297	114329
20170301 292145	1252	34493	114266
20170301 11317	6527	106308	114239
20170301 240272	740	16670	114238
20170301 32440	2369	76917	114227
20170301 151012	2082	22857	114210
20170301 241433	2529	174618	114205
20170301 192035	2241	32509	114202
20170301 80857	4252	79585	114153
20170301 117676	370	5978	114147
20170301 188978	2490	25296	114131
20170301 116488	1907	72133	114104
20170301 42840	926	24078	114102
20170301 144597	981	33426	114096
20170301 196131	1803	35366	114066
20170301 230001	1515	41658	114032
20170301 144450	2050	43066	113975
20170301 239507	1482	37226	113967
20170301 159316	1251	28618	113936
20170301 245852	1614	54881	113930
20170301 113497	1824	41932	113918
20170301 258370	3123	20551	113904
20170301 185713	1992	69876	113902
20170301 265322	3393	27051	113878
20170301 253418	1424	56010	113872
20170301 219597	2075	64896	113867
20170301 233273	1311	40302	113866
20170301 224837	1111	24920	113825
20170301 232285	3218	27637	113820
20170301 244844	2058	73087	113818
20170301 223237	2173	69075	113817
20170301 253041	2409	28578	113814
20170301 216253	1998	57018	113803
20170301 118566	861	28074	113795
20170301 4198	1761	99800	113755
20170301 128841	1201	32514	113745
20170301 143192	1065	37013	113720
20170301 68926	808	16339	113704
20170301 201392	1848	62710	113697
20170301 219546	2007	127559	113692
20170301 40868	1179	28450	113691
20170301 196137	1860	24068	113682
20170301 253917	1733	27949	113665
20170301 214513	1824	34292	113647
20170301 205016	1917	50077	113609
20170301 224172	1920	24421	113562
20170301 99185	1904	83881	113551
20170301 255860	1347	14898	113543
20170301 175720	2380	27831	113542
20170301 7057	1544	40842	113521
20170301 189396	6202	95763	113521
20170301 107897	1288	31190	113489
20170301 250403	782	23492	113470
20170301 270567	2282	15320	113462
20170301 257506	1617	42394	113438
20170301 211011	1485	60340	113437
20170301 223083	2051	41884	113419
20170301 260674	3799	93218	113418
20170301 279996	6234	40518	113403
20170301 16931	2321	79029	113403
20170301 117355	1252	43025	113363
20170301 15048	888	24372	113352
20170301 233713	2649	33451	113343
20170301 112672	1304	24832	113328
20170301 167018	1311	24866	113309
20170301 225440	1867	54992	113269
20170301 53433	1349	26044	113198
20170301 72035	1830	31927	113180
20170301 79473	2504	174923	113158
20170301 181770	2596	91099	113157
20170301 231822	2611	33740	113150
20170301 262268	1410	22486	113109
20170301 111617	2459	39871	113086
20170301 230843	1485	58766	113082
20170301 254483	1588	36375	113024
20170301 218770	2160	46149	112929
20170301 186841	1935	47811	112919
20170301 267500	2579	28107	112917
20170301 214358	1267	28980	112902
20170301 162322	1628	36442	112900
20170301 86982	1607	28079	112895
20170301 207588	1538	39197	112796
20170301 119657	1422	69468	112785
20170301 104107	1453	59602	112775
20170301 245336	1638	20899	112764
20170301 180515	1543	22090	112735
20170301 147628	2400	58443	112731
20170301 241900	1338	14988	112729
20170301 214616	2654	44361	112717
20170301 191496	2254	50327	112631
20170301 156958	1722	24647	112589
20170301 286738	3162	31349	112585
20170301 242874	2554	26546	112524
20170301 263251	2255	18671	112512
20170301 120437	1819	35311	112487
20170301 31270	2240	30066	112479
20170301 122487	1018	21381	112468
20170301 115474	2651	230966	112451
20170301 214603	2501	36809	112445
20170301 262326	1650	31782	112405
20170301 217708	1075	17349	112386
20170301 165924	3113	91496	112386
20170301 257362	3408	38679	112379
20170301 194883	1965	55649	112374
20170301 185072	2081	60718	112307
20170301 176294	979	25268	112298
20170301 168511	1343	27353	112288
20170301 277276	2024	28325	112228
20170301 294599	1023	15013	112227
20170301 5735	2038	94461	112225
20170301 94671	2321	55380	112174
20170301 226042	1529	50293	112167
20170301 133570	718	21745	112160
20170301 117193	1442	23229	112151
20170301 149481	1628	36156	112151
20170301 213786	1662	53932	112144
20170301 290737	6206	24644	112099
20170301 289244	1755	12358	112097
20170301 59089	2188	32352	112090
20170301 242272	1521	19435	112075
20170301 208821	2229	35166	112062
20170301 245451	2868	19377	112042
20170301 122184	1426	65876	112033
20170301 246619	1174	39452	112026
20170301 217281	1648	36173	112018
20170301 108461	1036	29006	112011
20170301 78325	2138	55583	112001
20170301 261183	1380	15590	111995
20170301 99304	1280	17023	111993
20170301 176728	2000	41193	111991
20170301 131486	1165	39041	111987
20170301 276463	3807	37290	111983
20170301 194276	3126	29766	111970
20170301 130162	1011	50255	111918
20170301 18326	2069	88752	111916
20170301 212896	1746	37186	111904
20170301 252816	2177	34845	111899
20170301 260894	1852	20825	111871
20170301 111474	1832	55395	111858
20170301 224459	3231	18217	111832
20170301 101215	2510	56268	111811
20170301 205310	1578	45395	111799
20170301 287618	2018	16896	111795
20170301 249631	823	17195	111787
20170301 83423	1161	53641	111775
20170301 262075	1195	28763	111769
20170301 266062	1502	36492	111752
20170301 277375	966	10764	111749
20170301 94194	1892	59715	111737
20170301 188064	2955	71526	111725
20170301 116910	1460	48004	111688
20170301 229290	1987	26555	111681
20170301 240845	1769	51563	111655
20170301 279751	1336	28291	111629
20170301 199242	2630	29693	111619
20170301 293294	1371	17410	111602
20170301 137923	2577	73942	111545
20170301 273487	1216	12460	111542
20170301 254390	2121	27259	111528
20170301 178482	1540	58104	111514
20170301 255082	1780	30415	111513
20170301 18636	1478	10035	111485
20170301 260721	2075	32475	111485
20170301 222496	1082	20867	111481
20170301 103166	1438	38122	111472
20170301 224985	952	13629	111454
20170301 6509	1498	40705	111451
20170301 119486	2116	21289	111434
20170301 272684	2226	29679	111417
20170301 209500	2115	157643	111377
20170301 263073	2369	25930	111352
20170301 183379	1157	33414	111341
20170301 290053	1259	24852	111329
20170301 158938	1670	33953	111299
20170301 224760	869	21454	111282
20170301 125455	1885	26735	111280
20170301 144676	1545	37720	111278
20170301 239497	2256	85090	111249
20170301 216409	2476	49608	111249
20170301 247225	1902	30491	111247
20170301 265775	2517	63565	111233
20170301 194933	1405	42290	111223
20170301 254736	1205	12073	111221
20170301 268975	1074	15203	111195
20170301 222504	2404	77532	111175
20170301 210453	2333	23004	111169
20170301 132327	1502	26205	111159
20170301 133617	1801	49033	111145
20170301 245429	1766	42540	111138
20170301 14523	2282	22081	111126
20170301 166651	2388	40232	111116
20170301 239767	2288	52127	111107
20170301 197201	1609	14959	111099
20170301 162508	997	19938	111095
20170301 244442	1750	27937	111089
20170301 79876	1261	31675	111086
20170301 185114	2314	48680	111069
20170301 113299	2355	84838	111055
20170301 114833	1215	55622	111004
20170301 254089	1024	16163	110997
20170301 132120	4223	81394	110929
20170301 66459	1647	33699	110911
20170301 282	1497	28758	110879
20170301 174823	1710	62637	110873
20170301 85508	1813	80397	110870
20170301 249602	1811	59726	110854
20170301 260198	1766	15286	110853
20170301 111093	2927	41440	110846
20170301 300196	1161	9249	110824
20170301 232423	2371	23141	110798
20170301 62924	618	18075	110797
20170301 154308	1200	23068	110796
20170301 121508	2208	81754	110792
20170301 239821	1451	43752	110760
20170301 123732	1912	51894	110689
20170301 270120	1203	11343	110682
20170301 242754	1984	35367	110682
20170301 214520	3851	77691	110680
20170301 200463	3053	41692	110678
20170301 161857	1168	43017	110677
20170301 152413	3647	135795	110674
20170301 39883	4174	96736	110666
20170301 239386	2033	56236	110649
20170301 266574	1080	15079	110604
20170301 247988	1205	45758	110594
20170301 35130	2144	20917	110586
20170301 84317	1887	31115	110581
20170301 280267	2287	28141	110569
20170301 216748	3387	69982	110539
20170301 283669	3102	24862	110477
20170301 261254	2347	22187	110460
20170301 104054	718	21554	110417
20170301 254989	2684	41868	110397
20170301 103871	1524	77494	110369
20170301 109486	1289	26537	110368
20170301 145204	2366	38054	110341
20170301 119243	3486	107016	110326
20170301 210039	2283	23993	110310
20170301 184899	1900	30965	110286
20170301 246952	1489	18874	110220
20170301 166018	1774	23788	110216
20170301 250483	1920	18958	110194
20170301 127154	1792	45995	110192
20170301 120277	1404	16570	110187
20170301 183147	2368	42621	110184
20170301 129558	1373	25459	110147
20170301 137971	1191	15252	110145
20170301 13836	2256	35059	110129
20170301 140249	1651	61682	110123
20170301 221095	925	14763	110112
20170301 56593	1050	21612	110111
20170301 283239	1166	35909	110088
20170301 255380	1131	14495	110068
20170301 199524	1808	22815	110061
20170301 212539	1065	30517	110033
20170301 228083	2240	104738	110022
20170301 185623	870	15271	110019
20170301 264233	1506	10387	110000
20170301 154995	1126	52889	109993
20170301 33217	1229	66420	109975
20170301 193964	2025	39998	109964
20170301 237570	1835	57997	109857
20170301 159065	681	39746	109844
20170301 100946	1419	29538	109838
20170301 146187	1879	26919	109835
20170301 159062	1948	65867	109825
20170301 78498	1099	25443	109817
20170301 228479	955	18680	109791
20170301 152705	809	4273	109767
20170301 71349	2483	62282	109760
20170301 204653	3533	78344	109753
20170301 241153	806	16803	109717
20170301 261580	3194	43195	109712
20170301 223035	2970	49812	109709
20170301 190045	1887	19606	109704
20170301 157549	2154	89519	109696
20170301 1377	688	16414	109690
20170301 184096	2113	54865	109666
20170301 112261	3214	54732	109661
20170301 1295	794	27716	109654
20170301 123579	1956	96518	109649
20170301 92779	1370	28372	109604
20170301 258272	1984	59502	109591
20170301 94137	1903	40277	109533
20170301 93308	1191	19227	109532
20170301 179987	1419	37170	109531
20170301 288305	3344	23271	109521
20170301 190990	1437	24312	109475
20170301 215135	1707	58523	109470
20170301 286643	1060	22070	109458
20170301 246146	1636	25109	109431
20170301 213706	1080	42900	109431
20170301 81135	3090	93238	109376
20170301 179305	2844	55142	109353
20170301 259288	2537	73670	109330
20170301 40426	1647	18405	109325
20170301 207459	1486	41376	109317
20170301 204898	1973	58909	109299
20170301 220111	1786	34309	109281
20170301 197432	1219	5931	109259
20170301 60471	1520	38626	109226
20170301 240446	2080	76451	109225
20170301 255432	2134	27218	109221
20170301 69777	1095	34442	109203
20170301 154777	1354	36176	109191
20170301 270654	2854	41300	109185
20170301 227844	2645	43593	109182
20170301 212050	2219	140710	109175
20170301 261856	1972	36926	109167
20170301 246632	4137	126753	109162
20170301 225442	1266	36375	109158
20170301 111535	1624	49692	109154
20170301 131276	1544	62819	109112
20170301 220196	1926	61591	109058
20170301 94562	2079	59596	109050
20170301 241301	2424	105355	109049
20170301 217832	2168	16503	109044
20170301 148722	1840	72531	109040
20170301 235373	1347	35041	109029
20170301 139714	2028	34540	108995
20170301 118631	1738	23928	108967
20170301 242166	3282	55396	108957
20170301 191937	2260	32021	108953
20170301 208994	1693	12605	108929
20170301 294269	3218	49185	108915
20170301 37783	1243	37779	108905
20170301 207861	1933	47096	108868
20170301 74692	1381	6166	108827
20170301 261617	1537	22028	108827
20170301 237623	1751	62726	108809
20170301 84217	2166	34814	108809
20170301 269113	1798	20134	108798
20170301 275825	1211	33548	108784
20170301 256466	2284	40495	108768
20170301 111290	1405	49959	108742
20170301 156685	1180	19545	108738
20170301 90291	3156	136027	108735
20170301 226833	1850	64799	108734
20170301 176203	1395	29505	108717
20170301 93157	1598	34533	108712
20170301 260048	2055	58159	108698
20170301 232046	1004	12241	108691
20170301 259004	1753	38398	108687
20170301 223036	1413	17500	108639
20170301 288832	1082	10429	108593
20170301 247974	1124	30227	108591
20170301 173334	2016	22603	108557
20170301 235657	1402	33567	108555
20170301 289383	1879	31729	108526
20170301 295852	1344	21646	108505
20170301 281385	2051	44994	108497
20170301 264244	1740	18244	108487
20170301 90080	1759	91564	108465
20170301 69204	1946	47210	108460
20170301 227912	1124	39356	108433
20170301 200688	1070	31909	108432
20170301 77535	1250	26737	108428
20170301 119162	2053	37787	108424
20170301 249284	792	7415	108384
20170301 151051	2927	69500	108358
20170301 201351	754	29777	108356
20170301 284834	2992	79682	108352
20170301 170879	922	14307	108321
20170301 237780	2114	23694	108298
20170301 82653	1343	32894	108298
20170301 300012	2980	25965	108245
20170301 263792	2153	22277	108241
20170301 200922	977	7801	108233
20170301 24498	3143	28960	108230
20170301 201137	2087	38264	108230
20170301 137324	3675	83966	108218
20170301 24273	1930	17874	108198
20170301 212782	1472	34318	108195
20170301 187659	1360	27627	108190
20170301 265729	3213	34528	108184
20170301 107809	1698	70758	108180
20170301 266789	2022	38594	108153
20170301 274446	2563	55623	108148
20170301 151503	2656	194878	108122
20170301 248786	1351	22205	108117
20170301 193435	2010	20657	108110
20170301 10424	1095	80885	108106
20170301 228329	1448	51602	108087
20170301 138765	2722	68091	108086
20170301 144588	2203	48208	108069
20170301 276944	739	14773	108062
20170301 148365	1933	43659	108047
20170301 117540	2187	47371	107998
20170301 256563	1413	42325	107977
20170301 119110	2325	57632	107950
20170301 126571	2688	111243	107925
20170301 14788	2300	39437	107896
20170301 38073	1784	50928	107837
20170301 279523	2608	27658	107817
20170301 112559	2572	43300	107810
20170301 69000	1654	18516	107809
20170301 252841	1290	33323	107808
20170301 112458	2025	42715	107803
20170301 19108	1397	33071	107780
20170301 271769	1787	32497	107778
20170301 266272	1165	27654	107761
20170301 200706	1823	74324	107725
20170301 94951	1981	37105	107677
20170301 278922	1653	29658	107669
20170301 166235	1201	72195	107661
20170301 178191	2952	79821	107655
20170301 260678	1133	27585	107654
20170301 163615	948	28186	107635
20170301 209863	2287	27446	107635
20170301 79031	1549	26624	107615
20170301 262462	1454	17317	107613
20170301 136173	1044	30514	107583
20170301 216311	2277	64292	107574
20170301 120677	1747	40814	107573
20170301 107017	502	10400	107566
20170301 201815	1928	157968	107565
20170301 159546	2254	102611	107535
20170301 245973	1415	49149	107531
