20170501 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170501 181170	9971	360224	753644
20170501 197609	10652	139788	753542
20170501 330975	12148	300139	753479
20170501 382492	14264	328549	753394
20170501 197357	7596	140171	753331
20170501 343619	5794	108889	753264
20170501 351727	16688	150048	753188
20170501 335846	14617	175772	753117
20170501 381621	12028	120802	753109
20170501 352028	6115	96863	752951
20170501 124976	19437	302337	752936
20170501 394824	5087	35517	752873
20170501 411750	11014	83746	752793
20170501 385949	16518	130943	752759
20170501 378282	11135	149536	752678
20170501 417240	4870	67941	752363
20170501 195584	7661	126426	752340
20170501 140055	9895	110159	752259
20170501 407311	10963	46857	752240
20170501 404072	11479	65828	752069
20170501 333173	11345	197448	752021
20170501 365262	11698	206812	751939
20170501 390948	13460	130610	751784
20170501 352170	10829	176217	751722
20170501 397734	8918	119034	751495
20170501 161169	4877	104987	751479
20170501 114889	12559	421338	751433
20170501 244364	10415	178547	751220
20170501 303933	10169	97121	751198
20170501 127326	7101	100981	751120
20170501 214970	15381	308976	751083
20170501 295450	12952	110368	751065
20170501 236477	8091	100530	751065
20170501 120864	7403	30333	751017
20170501 331914	12071	136225	750964
20170501 389718	12320	76560	750957
20170501 259224	13146	155273	750896
20170501 55803	13047	169043	750558
20170501 66380	6800	106226	750452
20170501 266440	13603	215725	750416
20170501 321803	14046	66939	750226
20170501 331402	8554	82593	750197
20170501 172677	9298	173073	750140
20170501 414890	7578	80521	750128
20170501 255075	11600	192586	750023
20170501 197089	6118	154005	750009
20170501 166026	9724	131199	749881
20170501 403284	10192	61254	749871
20170501 255464	14697	198565	749816
20170501 172906	9591	219004	749433
20170501 103501	6733	112837	749395
20170501 318178	10254	169327	749333
20170501 184546	10381	211600	749241
20170501 411838	5588	119573	749086
20170501 94077	15756	138675	748966
20170501 199078	7296	210997	748942
20170501 77404	12151	250276	748887
20170501 88544	10127	169125	748797
20170501 376481	4401	72504	748662
20170501 360652	8758	61318	748561
20170501 86633	8090	118780	748409
20170501 179297	13287	155478	748191
20170501 243443	14189	262185	748159
20170501 323487	11480	114807	747964
20170501 357802	4968	64695	747891
20170501 151164	10365	117152	747764
20170501 381310	11502	145527	747740
20170501 406845	6214	120080	747520
20170501 243477	15336	298634	747195
20170501 53803	20323	436530	747193
20170501 345668	17185	236838	747082
20170501 405963	7801	105796	747068
20170501 296010	9768	93258	746926
20170501 104619	7427	99235	746861
20170501 376494	4216	151937	746826
20170501 242335	6249	38612	746739
20170501 290243	14077	188837	746729
20170501 399256	10675	128376	746645
20170501 222421	6681	126697	746566
20170501 134083	9371	61351	746492
20170501 165553	8799	141371	746476
20170501 92832	10648	155263	746400
20170501 364952	18022	190203	746262
20170501 244809	8164	172025	746227
20170501 305980	10055	36284	746202
20170501 284279	9869	147976	745939
20170501 341823	9388	155080	745881
20170501 170532	7418	116795	745878
20170501 224852	8335	121575	745817
20170501 302478	5595	106076	745789
20170501 141607	13874	191247	745777
20170501 170491	8886	153609	745669
20170501 198999	8052	118018	745658
20170501 304012	8503	45488	745510
20170501 204421	8630	310068	745209
20170501 371167	8149	77815	744985
20170501 252821	8387	218876	744739
20170501 410709	8820	154716	744739
20170501 410130	7102	628	744561
20170501 372895	14299	133738	744537
20170501 250344	9963	124242	744532
20170501 195712	7092	90224	744360
20170501 190014	11042	217131	744180
20170501 351740	7317	119813	744173
20170501 342249	10150	174753	744167
20170501 110899	8510	166738	744158
20170501 414129	12805	92906	744119
20170501 40538	9124	151928	744104
20170501 319166	7424	84955	743993
20170501 343316	7378	181089	743954
20170501 63675	7775	181311	743840
20170501 90456	11562	136605	743837
20170501 22991	15174	231851	743823
20170501 54878	11148	584524	743823
20170501 389458	28147	169327	743806
20170501 303951	11637	152743	743764
20170501 286233	9171	80194	743661
20170501 106397	10674	165886	743608
20170501 352146	10428	153678	743520
20170501 123644	9786	210047	743396
20170501 179657	14845	131313	743386
20170501 179116	7441	111716	743282
20170501 296143	9960	133215	743211
20170501 61486	9743	296383	743145
20170501 3955	13645	231977	743097
20170501 261873	7438	159839	742925
20170501 365501	27907	229183	742855
20170501 259020	7882	142070	742839
20170501 311629	7311	59449	742582
20170501 172028	4901	149757	742574
20170501 143090	8285	149034	742401
20170501 407001	9847	79463	742290
20170501 143651	5837	91687	741852
20170501 255668	8453	160371	741835
20170501 367974	10767	152759	741825
20170501 165978	7613	154457	741803
20170501 96285	14078	292918	741800
20170501 180166	4499	55062	741681
20170501 340860	6231	127790	741673
20170501 346910	4422	60915	741593
20170501 318574	6962	88939	741509
20170501 160106	13580	171204	741439
20170501 381513	16391	210956	741298
20170501 350644	26601	363112	741297
20170501 224878	11747	190095	741261
20170501 222849	18199	148079	741212
20170501 151081	9910	408447	741174
20170501 331745	6960	67715	741173
20170501 311939	6897	67983	741165
20170501 168086	9909	181203	741146
20170501 257469	8091	169076	741041
20170501 284962	29441	186065	740909
20170501 22577	11428	132723	740899
20170501 320722	9537	129076	740790
20170501 112812	11231	362766	740781
20170501 349555	6115	74559	740675
20170501 283451	4754	99707	740578
20170501 356490	8894	133399	740519
20170501 134639	15363	277478	740459
20170501 387281	17840	191793	740425
20170501 154590	5376	129303	740364
20170501 335243	4153	19102	740297
20170501 358786	7487	102009	740276
20170501 258993	7025	49821	740260
20170501 411535	10327	98891	740198
20170501 398316	8422	84534	740082
20170501 411003	12829	101130	739994
20170501 240523	7281	74627	739967
20170501 36779	9207	286439	739957
20170501 86491	7833	136735	739777
20170501 179358	4026	25848	739729
20170501 92304	8758	303308	739665
20170501 329810	11187	156700	739627
20170501 395471	9790	38436	739347
20170501 305404	14027	157215	739103
20170501 404630	12443	111517	739009
20170501 326372	4493	37540	738784
20170501 213987	11230	97369	738722
20170501 94237	7371	114474	738628
20170501 336202	8238	38209	738622
20170501 407952	8129	73002	738407
20170501 147022	18306	126148	738276
20170501 283139	12754	452612	738204
20170501 223611	10666	153540	737965
20170501 369932	12350	310210	737777
20170501 161855	8908	141260	737743
20170501 250373	6020	62169	737638
20170501 311934	11217	120011	737436
20170501 90152	10665	268657	737433
20170501 37023	7930	184961	737396
20170501 150605	16110	147861	737286
20170501 76591	6346	109556	737239
20170501 359647	36647	256982	737158
20170501 340492	9958	145637	737010
20170501 145475	10983	335221	736882
20170501 382278	5624	101114	736769
20170501 242806	30683	298192	736719
20170501 381793	5753	83994	736638
20170501 63242	9644	93227	736493
20170501 339401	14892	124681	736349
20170501 265597	9256	59700	736117
20170501 305621	9095	95867	736072
20170501 257692	10165	295273	735992
20170501 336427	8915	93653	735968
20170501 303075	3221	45593	735910
20170501 354397	8923	102158	735819
20170501 278119	4352	45344	735800
20170501 337099	10286	140868	735773
20170501 145483	9133	154621	735709
20170501 415442	38976	288312	735704
20170501 387719	12618	87721	735701
20170501 190950	6660	97046	735676
20170501 275832	12465	124372	735659
20170501 359715	20635	248916	735512
20170501 398097	8822	76102	735509
20170501 325419	9024	153622	735318
20170501 162975	6516	84064	735292
20170501 200367	6141	163741	735287
20170501 77109	11712	170849	735241
20170501 312124	3710	39566	735205
20170501 282062	9190	106727	735157
20170501 171891	8194	222092	735023
20170501 94275	14319	199408	734969
20170501 342846	5352	30424	734959
20170501 155549	11497	159106	734720
20170501 221372	4485	75252	734670
20170501 170049	7466	71915	734402
20170501 59716	7678	99922	734381
20170501 171542	6717	86236	734302
20170501 305401	8774	101901	734273
20170501 384118	12175	79655	734141
20170501 347245	7474	80664	734122
20170501 245107	11820	159298	734038
20170501 358153	10765	73636	733899
20170501 320752	8607	160573	733842
20170501 250541	6647	135500	733801
20170501 94915	9977	201288	733792
20170501 343594	5825	418233	733769
20170501 173505	12113	248287	733698
20170501 324956	6789	107739	733630
20170501 395546	6829	70798	733620
20170501 105057	8186	186693	733379
20170501 397659	11445	132667	733378
20170501 135790	6834	249120	733373
20170501 225414	10460	181082	733238
20170501 340550	12014	160439	733235
20170501 265546	10230	116028	733148
20170501 287946	14926	77338	733099
20170501 148595	6275	93372	732886
20170501 402517	7543	61275	732753
20170501 150782	12153	163250	732740
20170501 407680	9681	112906	732321
20170501 305505	15009	191406	732290
20170501 242497	9536	252476	732224
20170501 178125	8167	177475	732206
20170501 347471	6230	37309	732188
20170501 63424	11106	939710	732078
20170501 365793	6049	119251	732074
20170501 303684	14660	170021	731857
20170501 386988	15718	180712	731837
20170501 183666	6971	105	731743
20170501 111101	8280	229837	731723
20170501 174988	7278	129819	731622
20170501 264674	3335	27078	731604
20170501 221380	7879	203144	731577
20170501 363453	10804	198677	731495
20170501 402477	13491	72769	731440
20170501 198635	7339	180381	731234
20170501 14523	22961	173859	731213
20170501 350168	14922	220408	731168
20170501 249523	15979	155165	730888
20170501 239955	13055	132521	730799
20170501 305638	7926	190734	730793
20170501 203820	6237	172496	730742
20170501 193477	8649	55363	730506
20170501 287597	5543	84823	730471
20170501 239641	3508	34352	730369
20170501 417191	7952	71389	730306
20170501 342860	7806	43112	730186
20170501 75752	6194	161806	730085
20170501 386449	13920	86172	730072
20170501 113547	8804	260647	730017
20170501 306151	12750	180203	729988
20170501 360914	7070	90747	729930
20170501 170176	15620	192100	729929
20170501 387842	12020	93589	729879
20170501 59766	16024	304015	729840
20170501 223618	9772	87300	729839
20170501 286557	11958	81373	729768
20170501 391987	9928	294822	729735
20170501 324963	11532	134241	729630
20170501 306451	10166	122366	729617
20170501 363096	6554	69459	729587
20170501 93687	6467	158315	729571
20170501 393701	11248	209071	729432
20170501 80887	6877	103329	729252
20170501 363567	11429	110215	729250
20170501 397985	16711	103373	729196
20170501 143507	6050	64437	729162
20170501 350332	6532	152704	729130
20170501 223276	17302	179226	729123
20170501 372046	18745	313602	729113
20170501 174798	8119	132747	728958
20170501 262597	8312	63179	728942
20170501 274248	5514	91752	728843
20170501 79934	3148	69735	728797
20170501 88266	14200	239541	728636
20170501 383551	8931	81514	728464
20170501 283669	14843	131071	728459
20170501 222229	9757	109558	728309
20170501 209641	8952	245435	728240
20170501 103628	4755	130599	728079
20170501 13664	8786	244928	727883
20170501 411197	4523	20945	727749
20170501 376763	7748	59430	727716
20170501 9037	7926	114017	727704
20170501 25553	10754	376762	727696
20170501 234235	7891	99914	727579
20170501 231370	9491	52324	727571
20170501 326845	5799	82838	727430
20170501 378683	5008	80314	727428
20170501 174978	8233	230772	727404
20170501 379760	7909	75508	727270
20170501 124234	11377	165013	727206
20170501 184281	16579	485931	727204
20170501 374371	15125	135241	727051
20170501 249741	20473	237582	727022
20170501 402103	9661	144248	726863
20170501 74749	15183	262124	726693
20170501 397640	12599	93359	726550
20170501 337562	9148	123715	726366
20170501 259222	12415	187483	726310
20170501 388314	6167	75399	726282
20170501 140480	9117	184740	726188
20170501 92445	5754	88756	725895
20170501 365093	7858	106152	725873
20170501 225700	7389	125015	725805
20170501 43414	17772	306365	725803
20170501 330508	8625	141343	725567
20170501 400795	9456	69799	725258
20170501 71840	7355	73823	725097
20170501 295483	10570	208015	725059
20170501 276882	8293	152545	725041
20170501 40342	9651	162943	724961
20170501 262311	7542	75863	724866
20170501 306015	8650	91665	724852
20170501 206456	9656	253079	724832
20170501 167508	7445	110360	724668
20170501 365227	6204	19501	724543
20170501 385094	5697	66709	724462
20170501 361432	10940	227068	724248
20170501 338760	5522	99960	724194
20170501 354462	8246	190477	724101
20170501 377800	12105	153905	723735
20170501 177801	6858	87821	723730
20170501 374109	8314	137233	723666
20170501 286267	7720	43669	723620
20170501 345927	3113	23260	723539
20170501 414817	6297	93134	723477
20170501 410903	7565	85723	723316
20170501 201130	9907	177154	723304
20170501 390085	17797	231737	723232
20170501 267190	11935	154296	723230
20170501 392797	5808	88422	723150
20170501 180255	9178	107866	723052
20170501 381021	8581	203176	722750
20170501 360025	25512	171800	722738
20170501 842	7368	100919	722738
20170501 116372	8185	168309	722663
20170501 32343	13279	262049	722520
20170501 218060	12470	235574	722420
20170501 364931	10173	178638	722390
20170501 409690	10269	84344	722375
20170501 277477	14786	217470	722335
20170501 142651	12518	141124	722293
20170501 387208	13813	214960	722238
20170501 353893	7313	93140	722149
20170501 167123	4719	104093	721965
20170501 97624	5699	75150	721866
20170501 364045	9943	229925	721704
20170501 155092	6966	167607	721612
20170501 161831	9288	107526	721563
20170501 348256	15089	149574	721434
20170501 163774	8150	119625	721422
20170501 198935	5715	55133	721379
20170501 396160	6242	92569	721366
20170501 239960	9591	177890	721340
20170501 99346	12571	328556	721329
20170501 157851	9655	147634	721169
20170501 255226	8306	114518	721127
20170501 334714	8002	79875	721104
20170501 103958	13889	223498	721013
20170501 91321	7659	132221	720928
20170501 127157	6450	105446	720893
20170501 399539	13473	73416	720847
20170501 387245	14121	190020	720825
20170501 316693	12852	125525	720692
20170501 88837	13888	123958	720649
20170501 400787	10735	100055	720634
20170501 252807	5352	121034	720566
20170501 186802	7339	129834	720478
20170501 230987	20581	230299	720078
20170501 341293	6826	133326	720038
20170501 330062	8999	137106	720024
20170501 182899	7613	100470	719856
20170501 402585	10770	124328	719782
20170501 89963	10331	209592	719516
20170501 239129	25648	508902	719500
20170501 358300	9129	125026	719499
20170501 263323	19894	256780	719406
20170501 58482	10718	111405	719385
20170501 71536	11751	194479	719374
20170501 384153	16765	299429	719258
20170501 63015	6824	46735	719149
20170501 246766	13026	145437	719102
20170501 143482	10181	265002	719073
20170501 244567	12292	214401	718956
20170501 150579	7298	158560	718732
20170501 372221	11597	95655	718711
20170501 346856	9089	161802	718709
20170501 306164	7397	42596	718636
20170501 200448	11772	365286	718582
20170501 73154	5950	325662	718571
20170501 403486	18018	121203	718459
20170501 230843	11753	220661	718411
20170501 315019	12651	173110	718349
20170501 89540	3377	134463	718303
20170501 407898	7496	123736	718295
20170501 388224	10427	130976	718274
20170501 374586	17502	196435	717802
20170501 143501	7837	163926	717796
20170501 351674	12119	188491	717226
20170501 225410	5721	92187	717136
20170501 329387	14383	85596	717044
20170501 243545	6213	38669	716928
20170501 388309	8901	114779	716846
20170501 99339	11412	280041	716633
20170501 345244	11168	175455	716553
20170501 249427	10931	184865	716520
20170501 217597	9065	89784	716519
20170501 186631	7540	94649	716454
20170501 397740	12154	102219	716228
20170501 79321	8309	199848	716161
20170501 338563	25068	256600	716047
20170501 95038	13654	275040	715847
20170501 367118	9676	96051	715843
20170501 406004	6529	75084	715794
20170501 381945	9781	157827	715544
20170501 192268	8977	86909	715418
20170501 392072	8438	51492	715300
20170501 309300	9285	71607	715241
20170501 196111	10487	298699	715219
20170501 210409	12848	219481	715175
20170501 800	7016	154571	715075
20170501 411591	8848	123526	715035
20170501 279128	15774	204522	714938
20170501 187735	31401	203732	714848
20170501 238569	16556	297074	714558
20170501 158703	11197	106287	714488
20170501 371302	4800	66250	714441
20170501 131980	10649	162267	714369
20170501 108221	19550	228332	714346
20170501 115500	14251	187072	714085
20170501 81702	10460	285452	714060
20170501 366601	10306	175674	714039
20170501 97989	12670	167930	714002
20170501 396631	14190	164117	713959
20170501 86356	14945	269912	713721
20170501 324447	8531	118915	713589
20170501 143744	14934	194389	713569
20170501 91331	8099	108098	713490
20170501 80138	17004	478561	713432
20170501 321072	5860	82120	713334
20170501 234858	10094	90044	713247
20170501 346845	14287	220957	713051
20170501 85112	7640	203118	713032
20170501 227416	12337	296667	713022
20170501 399382	9445	65201	712971
20170501 125802	6762	94252	712515
20170501 201075	7706	259367	712420
20170501 340681	3153	38376	712361
20170501 255019	10734	90533	712352
20170501 363724	10063	172573	712285
20170501 17219	11314	352158	712277
20170501 263950	6930	38879	712217
20170501 249418	10853	183150	711951
20170501 63271	3655	108037	711653
20170501 160191	6740	90054	711626
20170501 228752	9465	113877	711548
20170501 2246	15775	221167	711510
20170501 388096	13934	119437	711471
20170501 319298	7618	76969	711206
20170501 409794	8290	37340	711091
20170501 397106	8246	118444	711089
20170501 386973	10469	117075	711065
20170501 170217	14615	198838	710970
20170501 390998	7229	107589	710928
20170501 309886	9665	162843	710888
20170501 141345	13189	281567	710866
20170501 170482	7217	92010	710770
20170501 391785	13954	120354	710689
20170501 292439	7140	86416	710633
20170501 244086	33551	428546	710605
20170501 201672	14711	333756	710497
20170501 123514	9107	161260	710491
20170501 247301	8598	64841	710473
20170501 178226	8860	184286	710415
20170501 214607	11376	197016	710366
20170501 379625	5381	18230	710170
20170501 88879	12050	261308	710162
20170501 83650	12807	347403	710043
20170501 260141	11113	328103	709937
20170501 236791	13438	120022	709888
20170501 179270	15578	326027	709858
20170501 354590	9525	66014	709833
20170501 105621	20398	376430	709686
20170501 312860	7839	38916	709602
20170501 304754	18816	103542	709557
20170501 27324	9575	110265	709462
20170501 346562	18379	132150	709431
20170501 151557	8358	223552	709351
20170501 216700	8199	103474	709326
20170501 417362	8351	75614	709253
20170501 252603	6017	75860	709239
20170501 267295	8602	59069	709187
20170501 173468	3926	95779	709097
20170501 233160	12544	212410	708973
20170501 407429	5208	52039	708758
20170501 81901	7087	225522	708604
20170501 352833	6707	128183	708516
20170501 156992	9853	367154	708400
20170501 330406	12468	126650	708378
20170501 324817	13655	137187	708173
20170501 386944	5393	145343	708127
20170501 392868	6890	49685	707858
20170501 382989	10374	120868	707821
20170501 232625	9998	201398	707767
20170501 358225	20944	110191	707642
20170501 125454	6207	96604	707600
20170501 405738	10631	125119	707491
20170501 289420	9849	128075	707486
20170501 190471	8418	248144	707453
20170501 397498	9969	201532	707398
20170501 363674	9432	129021	707313
20170501 342386	11714	178947	707215
20170501 359547	6555	75422	707214
20170501 171905	7564	237728	707198
20170501 397613	6536	29878	707174
20170501 342612	6814	129016	707154
20170501 314244	5179	33111	707146
20170501 311330	14815	388050	707126
20170501 382216	19005	1138783	707095
20170501 255147	16838	211911	707071
20170501 257037	7225	40987	707065
20170501 233815	13460	171372	707058
20170501 249140	17422	241152	706977
20170501 133927	8085	83880	706926
20170501 389035	13854	151518	706799
20170501 326630	6120	74765	706752
20170501 371348	25928	148022	706720
20170501 225213	11412	139361	706702
20170501 344152	13799	180681	706580
20170501 24253	8748	102650	706447
20170501 76785	8120	71936	706442
20170501 300825	9636	103835	706391
20170501 348474	11417	232298	706162
20170501 80498	9385	309531	706157
20170501 395026	18484	121794	706119
20170501 231980	8291	141997	706079
20170501 246819	8788	318576	705877
20170501 223719	9127	239436	705782
20170501 317260	6594	37902	705778
20170501 199760	12852	503255	705765
20170501 86935	11486	262618	705591
20170501 349549	7329	266409	705533
20170501 202234	6182	215085	705359
20170501 397713	10474	74015	705331
20170501 398518	8262	53645	705312
20170501 410301	6071	52475	705267
20170501 336163	8442	153334	705157
20170501 55634	6713	151738	705148
20170501 173594	7861	137506	705074
20170501 392795	13794	101960	705053
20170501 338191	5808	82201	705052
20170501 406749	23310	84621	704865
20170501 286914	8822	130055	704854
20170501 8573	9514	176880	704678
20170501 68232	13034	69936	704408
20170501 390191	16039	131391	704374
20170501 103816	11870	287248	704235
20170501 112356	14851	165076	704221
20170501 169273	6775	4671	704079
20170501 241941	11080	194914	703882
20170501 118499	10171	346452	703842
20170501 303881	4781	75801	703814
20170501 410165	13104	125636	703804
20170501 281853	6617	119607	703753
20170501 381555	6370	56476	703721
20170501 12347	9695	236051	703597
20170501 382191	5523	70652	703291
20170501 249108	7506	55800	703256
20170501 199968	28536	200512	703242
20170501 406269	12000	76429	702854
20170501 376337	5523	46973	702782
20170501 396934	5650	63300	702671
20170501 195551	13653	183642	702665
20170501 418356	11824	108556	702392
20170501 88047	19049	597056	702348
20170501 397797	9203	64519	702262
20170501 284137	5186	96964	702223
20170501 224037	10099	255904	702166
20170501 169575	7400	127077	702116
20170501 26035	6693	1537	702075
20170501 369216	11426	92654	701995
20170501 241012	10694	108208	701989
20170501 13566	9313	120556	701987
20170501 109589	7795	89298	701973
20170501 337709	8548	113486	701953
20170501 105979	8634	163521	701884
20170501 255479	9910	115395	701873
20170501 251917	5335	101700	701818
20170501 120301	8286	91353	701794
20170501 363705	5322	102902	701786
20170501 350422	11051	46812	701777
20170501 356389	13940	205059	701756
20170501 301685	12103	123228	701646
20170501 229069	8958	285786	701375
20170501 388458	10842	155436	701209
20170501 239803	9089	104612	701161
20170501 242492	7546	106270	701126
20170501 351177	9849	88815	701117
20170501 76788	8352	169126	701025
20170501 387288	7196	76180	700851
20170501 90780	10834	209297	700705
20170501 245015	15882	125881	700653
20170501 259569	5529	77394	700606
20170501 404101	8062	97362	700516
20170501 227132	5325	27481	700515
20170501 276802	6894	126729	700421
20170501 337563	5687	68677	700360
20170501 397636	10783	123483	700132
20170501 206117	9264	173444	700018
20170501 264730	6789	133943	700001
20170501 316059	7470	99049	699988
20170501 273013	9825	108734	699961
20170501 334143	6779	135910	699943
20170501 87880	10586	751321	699866
20170501 128437	10152	297747	699775
20170501 325186	11825	169580	699701
20170501 22601	8810	81265	699619
20170501 200216	7113	245411	699606
20170501 124171	8166	65831	699539
20170501 174860	9910	138457	699513
20170501 315662	4589	63953	699330
20170501 136857	5572	180667	699283
20170501 307392	9518	204340	699217
20170501 247296	13177	143164	699174
20170501 312567	7965	94107	699047
20170501 220639	6718	122602	699011
20170501 362674	8531	114597	698962
20170501 254893	8353	163181	698859
20170501 271271	8849	167814	698732
20170501 270029	36691	202223	698661
20170501 367154	15209	124982	698618
20170501 350321	6543	74497	698614
20170501 218486	3634	44303	698576
20170501 412301	13911	127806	698527
20170501 151752	4347	104146	698510
20170501 343102	2158	20260	698329
20170501 140065	9846	123626	698203
20170501 388282	15136	221236	698157
20170501 144646	7568	160393	698114
20170501 369797	7382	130214	697880
20170501 337460	10584	213492	697877
20170501 99376	5831	91595	697804
20170501 380000	4238	50270	697644
20170501 203640	8596	128728	697638
20170501 198885	10597	231100	697440
20170501 395801	16801	167102	697304
20170501 31972	9176	126844	697269
20170501 155028	8340	188644	697234
20170501 124060	10135	637294	697200
20170501 110567	3446	108467	697180
20170501 95911	8562	240159	697098
20170501 107208	15187	455720	696983
20170501 415313	3032	27652	696924
20170501 301535	7993	58894	696884
20170501 167894	3862	120034	696767
20170501 242770	12862	178584	696714
20170501 330679	13539	161884	696638
20170501 223367	7977	185088	696591
20170501 293236	21951	370927	696453
20170501 396563	33873	126354	696297
20170501 379643	23466	333823	696036
20170501 376806	9048	78245	696032
20170501 208453	16339	275779	695925
20170501 319708	14729	276844	695913
20170501 275965	13471	110494	695904
20170501 170177	13157	184356	695872
20170501 323280	5798	70758	695865
20170501 237486	8881	103828	695856
20170501 371612	5390	157384	695850
20170501 296507	6041	60482	695722
20170501 352752	8650	110288	695613
20170501 400720	10844	59179	695583
20170501 376323	6504	47932	695540
20170501 172368	10146	167663	695398
20170501 390642	10525	88613	695357
20170501 306721	7949	60019	695219
20170501 334973	9333	164961	695201
20170501 166920	6332	31922	695077
20170501 331368	10285	86760	694930
20170501 257778	10898	125971	694860
20170501 303348	14043	152300	694833
20170501 286566	10400	73159	694744
20170501 362411	8825	92157	694554
20170501 14116	11569	121618	694368
20170501 164604	10623	243770	694338
20170501 163322	4520	87951	694317
20170501 367213	7082	93061	694192
20170501 149958	10101	99058	694009
20170501 257167	7138	120332	693948
20170501 370885	12995	93175	693810
20170501 33025	11530	214070	693717
20170501 83754	9028	274760	693673
20170501 310918	7066	233622	693625
20170501 253788	6151	127880	693483
20170501 300508	10953	120261	693329
20170501 96605	7141	203645	693198
20170501 237338	9521	154958	693085
20170501 88422	7061	269098	693040
20170501 185465	4320	81614	692481
20170501 364641	5889	71599	692343
20170501 412962	9701	79402	692170
20170501 258772	18983	289143	691965
20170501 289648	8199	137834	691954
20170501 409823	15213	146002	691927
20170501 77810	4030	73793	691874
20170501 79770	12619	307883	691822
20170501 364216	10636	150202	691764
20170501 404945	7448	68496	691738
20170501 335091	5357	116279	691674
20170501 85342	12220	359893	691522
20170501 257046	4177	84394	691463
20170501 380134	7316	116746	691343
20170501 112337	6939	169153	691342
20170501 158761	6624	189539	691324
20170501 392658	10325	43610	691168
20170501 350777	14921	124338	690843
20170501 286270	10238	221656	690828
20170501 87558	5747	201597	690808
20170501 16063	8153	179587	690725
20170501 234869	13326	388212	690640
20170501 333062	9669	250370	690637
20170501 407054	9983	86062	690561
20170501 148614	11018	145323	690183
20170501 201638	5910	47765	690177
20170501 72293	9005	176291	690097
20170501 77156	9210	201880	690049
20170501 362195	10934	133691	689970
20170501 345682	13981	129189	689921
20170501 280205	9052	52136	689907
20170501 384822	7039	135636	689822
20170501 239999	15662	190679	689797
20170501 95834	15486	411694	689678
20170501 295822	6816	205834	689648
20170501 386904	8396	85159	689637
20170501 371208	11602	126921	689580
20170501 222211	8420	106519	689477
20170501 39849	8512	150510	689462
20170501 362754	9767	41152	689345
20170501 245159	8655	236650	689026
20170501 108938	12058	582934	688986
20170501 152948	7725	145312	688986
20170501 134691	5215	118213	688717
20170501 344510	9077	140000	688708
20170501 399028	8787	56815	688617
20170501 369047	15028	159559	688613
20170501 315411	15594	185366	688545
20170501 56800	8271	213495	688516
20170501 90368	7593	81076	688488
20170501 334343	11869	103773	688452
20170501 249497	7557	134726	688365
20170501 293809	6099	117410	688280
20170501 194762	10044	170741	688156
20170501 82202	8942	296003	688042
20170501 406753	3423	74954	687968
20170501 392728	6296	66649	687920
20170501 226086	8598	246599	687851
20170501 344141	9506	143090	687732
20170501 218123	5595	48293	687603
20170501 276842	10481	144497	687254
20170501 151565	7878	202135	687247
20170501 158253	14731	205759	687024
20170501 400131	12326	130813	686961
20170501 107460	5031	29560	686822
20170501 41204	7430	47061	686816
20170501 304504	7349	119210	686810
20170501 121396	4388	71271	686799
20170501 410853	5778	70530	686697
20170501 111844	6574	92104	686578
20170501 117544	5010	143686	686452
20170501 288654	7778	69057	686451
20170501 398200	8705	119953	686422
20170501 270234	11282	246525	686402
20170501 257846	7399	77659	686200
20170501 208966	10242	178992	686189
20170501 367921	7310	118246	686122
20170501 77814	5840	93685	686107
20170501 380718	7943	31927	686057
20170501 393222	16544	132528	686027
20170501 228848	7895	131581	685982
20170501 68153	5284	160727	685919
20170501 348229	11901	218423	685820
20170501 187137	10094	165558	685734
20170501 368432	5921	125408	685555
20170501 355795	13098	126857	685550
20170501 299782	8024	84754	685495
20170501 350416	8808	108367	685493
20170501 283100	7721	107451	685471
20170501 304327	11476	174158	685452
20170501 71338	9456	164344	685401
20170501 389747	14803	92675	685333
20170501 386384	8304	59772	685278
20170501 381289	8908	176692	685220
20170501 350538	9481	75500	685150
20170501 291982	8489	23648	685126
20170501 115504	7903	101735	685002
20170501 233086	10215	152487	684924
20170501 69695	5518	26878	684855
20170501 395950	9075	313560	684853
20170501 250700	11527	208978	684850
20170501 123302	6721	141736	684756
20170501 331718	8353	93535	684610
20170501 371574	7707	118679	684401
20170501 230387	25378	221408	684393
20170501 325403	8980	103339	684319
20170501 166329	8822	114695	684260
20170501 242137	6648	187895	684247
20170501 369826	11281	40566	684229
20170501 170487	7901	120496	684187
20170501 381566	27800	125774	684174
20170501 345901	3562	62649	684144
20170501 358166	7015	82058	684054
20170501 235615	8402	104444	683863
20170501 164690	7898	94860	683793
20170501 374884	14736	199906	683792
20170501 348389	7728	80178	683791
20170501 10398	11261	291842	683732
20170501 249274	11610	101595	683671
20170501 270301	10730	154910	683611
20170501 310157	5812	93480	683515
20170501 370357	9942	62501	683376
20170501 290903	13594	211486	683341
20170501 237593	19586	247513	683225
20170501 322289	5805	87930	683084
20170501 396486	6140	70137	682923
20170501 309973	15613	114242	682905
20170501 361864	12139	71351	682885
20170501 322793	9855	139668	682829
20170501 396678	14446	68806	682808
20170501 221223	9192	204852	682797
20170501 401552	13608	326250	682682
20170501 396100	9849	162698	682616
20170501 168525	7702	172593	682613
20170501 286639	10242	46358	682521
20170501 169657	12863	276886	682497
20170501 343891	6581	56329	682490
20170501 228394	12633	144139	682472
20170501 358852	11239	165872	682411
20170501 419831	7432	24300	682366
20170501 226849	7973	148852	682338
